date,close
2026-04-27,82.47758483886719
2026-04-28,85.17608642578125
2026-04-29,84.87955474853516
2026-04-30,87.75598907470703
2026-05-01,88.23045349121094
2026-05-04,89.13983917236328
2026-05-05,88.07229614257812
2026-05-06,89.19914245605469
2026-05-07,90.01957702636719
2026-05-08,89.52533721923828
2026-05-11,89.62418365478516
2026-05-12,90.44461059570312
2026-05-13,88.5863037109375
2026-05-14,86.30294036865234
2026-05-15,85.66044616699219
2026-05-18,88.8828353881836
2026-05-19,91.2749252319336
2026-05-20,91.57146453857422
2026-05-21,90.97838592529295
2026-05-22,90.4050750732422
2026-05-26,89.59453582763672
2026-05-27,89.82188415527344
2026-05-28,90.03933715820312
2026-05-29,90.44461059570312
2026-06-01,89.98003387451172
2026-06-02,88.8828353881836
2026-06-03,87.59783172607422
2026-06-04,92.70819854736328
2026-06-05,93.4001235961914
2026-06-08,90.73126983642578
2026-06-09,91.50227355957033
2026-06-10,92.30292510986328
2026-06-11,90.97838592529295
2026-06-12,91.09700775146484
2026-06-15,88.73999786376953
2026-06-16,88.12999725341797
2026-06-17,85.7699966430664
2026-06-18,82.05000305175781
2026-06-22,83.12000274658203
2026-06-23,84.33000183105469
2026-06-24,82.13999938964844
2026-06-25,79.52999877929688
2026-06-26,82.62000274658203
2026-06-29,78.62999725341797
2026-06-30,75.7300033569336
2026-07-01,76.52999877929688
2026-07-02,76.5999984741211
2026-07-06,74.91999816894531
2026-07-07,77.22000122070312
2026-07-08,76.9000015258789
2026-07-09,76.68000030517578
2026-07-10,79.66000366210938
2026-07-13,79.83999633789062
2026-07-14,79.05000305175781
2026-07-15,79.47000122070312
2026-07-16,78.7300033569336
2026-07-17,79.16999816894531
2026-07-20,78.18000030517578
2026-07-21,76.19999694824219
2026-07-22,77.5
2026-07-23,74.56999969482422
2026-07-24,74.9000015258789
