date,close
2026-04-27,61.40999984741211
2026-04-28,59.31999969482422
2026-04-29,57.560001373291016
2026-04-30,59.54999923706055
2026-05-01,61.349998474121094
2026-05-04,60.040000915527344
2026-05-05,59.47999954223633
2026-05-06,60.36000061035156
2026-05-07,60.90999984741211
2026-05-08,60.61000061035156
2026-05-11,59.33000183105469
2026-05-12,61.13999938964844
2026-05-13,58.56999969482422
2026-05-14,57.81999969482422
2026-05-15,61.630001068115234
2026-05-18,65.08999633789062
2026-05-19,66.94999694824219
2026-05-20,71.44000244140625
2026-05-21,71.9000015258789
2026-05-22,72.0999984741211
2026-05-26,72.01000213623047
2026-05-27,70.26000213623047
2026-05-28,72.33999633789062
2026-05-29,73.73999786376953
2026-06-01,74.87000274658203
2026-06-02,73.44999694824219
2026-06-03,72.7699966430664
2026-06-04,72.58999633789062
2026-06-05,72.86000061035156
2026-06-08,76.62000274658203
2026-06-09,78.19000244140625
2026-06-10,74.7699966430664
2026-06-11,75.25
2026-06-12,75.37000274658203
2026-06-15,74.22000122070312
2026-06-16,73.16000366210938
2026-06-17,71.2300033569336
2026-06-18,72.47000122070312
2026-06-22,69.06999969482422
2026-06-23,68.91999816894531
2026-06-24,69.75
2026-06-25,68.6500015258789
2026-06-26,70.13999938964844
2026-06-29,69.9800033569336
2026-06-30,67.3499984741211
2026-07-01,68.86000061035156
2026-07-02,71.25
2026-07-06,72.37999725341797
2026-07-07,73.56999969482422
2026-07-08,74.05999755859375
2026-07-09,73.0199966430664
2026-07-10,74.95999908447266
2026-07-13,76.3499984741211
2026-07-14,74.12000274658203
2026-07-15,72.7300033569336
2026-07-16,77.9800033569336
2026-07-17,76.6500015258789
2026-07-20,75.69000244140625
2026-07-21,74.75
2026-07-22,71.43000030517578
2026-07-23,70.4800033569336
2026-07-24,71.54000091552734
