date,close
2026-04-27,401.8482360839844
2026-04-28,379.9864807128906
2026-04-29,306.2143249511719
2026-04-30,343.34033203125
2026-05-01,345.28961181640625
2026-05-04,337.3125915527344
2026-05-05,356.9651794433594
2026-05-06,382.3356018066406
2026-05-07,353.9762878417969
2026-05-08,359.6341552734375
2026-05-11,366.5015869140625
2026-05-12,358.314697265625
2026-05-13,363.2428283691406
2026-05-14,356.4153747558594
2026-05-15,337.75244140625
2026-05-18,320.92877197265625
2026-05-19,321.3985900878906
2026-05-20,344.2099914550781
2026-05-21,353.44000244140625
2026-05-22,358.44000244140625
2026-05-26,389.1400146484375
2026-05-27,375.8299865722656
2026-05-28,382.6499938964844
2026-05-29,374.30999755859375
2026-06-01,369.4700012207031
2026-06-02,392.6199951171875
2026-06-03,409.6700134277344
2026-06-04,406.8599853515625
2026-06-05,357.92999267578125
2026-06-08,374.69000244140625
2026-06-09,369.2099914550781
2026-06-10,347.5899963378906
2026-06-11,381.3999938964844
2026-06-12,403.2000122070313
2026-06-15,432.4100036621094
2026-06-16,409.3500061035156
2026-06-17,408.55999755859375
2026-06-18,437.9200134277344
2026-06-22,457.0
2026-06-23,420.1199951171875
2026-06-24,427.2000122070313
2026-06-25,471.9599914550781
2026-06-26,436.8599853515625
2026-06-29,463.2099914550781
2026-06-30,483.8399963378906
2026-07-01,427.3399963378906
2026-07-02,369.0899963378906
2026-07-06,379.5199890136719
2026-07-07,343.1099853515625
2026-07-08,351.57000732421875
2026-07-09,362.75
2026-07-10,359.6000061035156
2026-07-13,341.1099853515625
2026-07-14,353.2300109863281
2026-07-15,342.1199951171875
2026-07-16,322.29998779296875
2026-07-17,322.3599853515625
2026-07-20,333.760009765625
2026-07-21,374.0400085449219
2026-07-22,369.4599914550781
2026-07-23,373.75
2026-07-24,349.9200134277344
