date,close
2026-04-27,121.62999725341795
2026-04-28,123.6999969482422
2026-04-29,119.77999877929688
2026-04-30,123.13999938964844
2026-05-01,123.18000030517578
2026-05-04,120.33999633789062
2026-05-05,117.33999633789062
2026-05-06,125.75
2026-05-07,122.62000274658205
2026-05-08,127.1500015258789
2026-05-11,129.13999938964844
2026-05-12,129.3800048828125
2026-05-13,133.22999572753906
2026-05-14,135.11000061035156
2026-05-15,137.22999572753906
2026-05-18,136.4499969482422
2026-05-19,136.52000427246094
2026-05-20,141.8000030517578
2026-05-21,128.44000244140625
2026-05-22,124.1999969482422
2026-05-26,123.12000274658205
2026-05-27,122.45999908447266
2026-05-28,131.07000732421875
2026-05-29,129.19000244140625
2026-06-01,127.41999816894533
2026-06-02,123.5500030517578
2026-06-03,120.91999816894533
2026-06-04,124.63999938964844
2026-06-05,116.27999877929688
2026-06-08,116.62000274658205
2026-06-09,116.7699966430664
2026-06-10,115.23999786376952
2026-06-11,128.1300048828125
2026-06-12,114.08000183105467
2026-06-15,117.87000274658205
2026-06-16,120.97000122070312
2026-06-17,111.6999969482422
2026-06-18,109.16999816894533
2026-06-22,106.4000015258789
2026-06-23,103.91999816894533
2026-06-24,99.86000061035156
2026-06-25,97.19000244140624
2026-06-26,97.3000030517578
2026-06-29,100.83999633789062
2026-06-30,101.5
2026-07-01,100.87999725341795
2026-07-02,101.5
2026-07-06,98.29000091552734
2026-07-07,97.91000366210938
2026-07-08,96.27999877929688
2026-07-09,97.95999908447266
2026-07-10,96.0
2026-07-13,92.9000015258789
2026-07-14,94.5
2026-07-15,96.56999969482422
2026-07-16,91.54000091552734
2026-07-17,92.0
2026-07-20,90.33000183105469
2026-07-21,94.76000213623047
2026-07-22,92.27999877929688
2026-07-23,91.51000213623047
2026-07-24,87.87999725341797
