date,spy_ret_20d,tlt_ret_20d,safe_haven
2002-08-27,0.035408,0.048087,0.01268
2002-08-28,0.010312,0.04047,0.030158
2002-08-29,0.037846,0.042893,0.005047
2002-08-30,0.057495,0.038522,-0.018974
2002-09-03,0.053838,0.049855,-0.003983
2002-09-04,0.034069,0.058666,0.024597
2002-09-05,0.007719,0.061897,0.054178
2002-09-06,-0.010445,0.049417,0.059863
2002-09-09,-0.006901,0.033289,0.040191
2002-09-10,0.011918,0.031937,0.020019
2002-09-11,0.024278,0.014061,-0.010217
2002-09-12,-0.030037,0.018073,0.04811
2002-09-13,-0.040962,0.036525,0.077488
2002-09-16,-0.035721,0.049995,0.085716
2002-09-17,-0.07935,0.048796,0.128146
2002-09-18,-0.078822,0.037478,0.1163
2002-09-19,-0.115405,0.050064,0.165469
2002-09-20,-0.123623,0.054364,0.177987
2002-09-23,-0.111681,0.053407,0.165088
2002-09-24,-0.13207,0.059201,0.191271
2002-09-25,-0.100169,0.052965,0.153134
2002-09-26,-0.064992,0.045237,0.110229
2002-09-27,-0.097884,0.044677,0.142561
2002-09-30,-0.104852,0.042591,0.147443
2002-10-01,-0.024646,0.01407,0.038716
2002-10-02,-0.067202,0.020116,0.087318
2002-10-03,-0.068721,0.012088,0.080809
2002-10-04,-0.098197,0.027339,0.125536
2002-10-07,-0.123266,0.030592,0.153858
2002-10-08,-0.119626,0.026002,0.145628
2002-10-09,-0.13914,0.036696,0.175837
2002-10-10,-0.094562,0.020584,0.115145
2002-10-11,-0.05724,-0.000714,0.056526
2002-10-14,-0.054296,-0.003866,0.05043
2002-10-15,0.014433,-0.029313,-0.043746
2002-10-16,-0.000138,-0.02908,-0.028942
2002-10-17,0.04682,-0.047321,-0.094142
2002-10-18,0.05086,-0.040369,-0.091229
2002-10-21,0.077816,-0.058136,-0.135951
2002-10-22,0.087596,-0.066816,-0.154412
2002-10-23,0.069354,-0.055022,-0.124376
2002-10-24,0.030678,-0.044489,-0.075167
2002-10-25,0.09003,-0.048143,-0.138174
2002-10-28,0.095611,-0.053266,-0.148877
2002-10-29,0.033248,-0.028896,-0.062144
2002-10-30,0.075526,-0.034768,-0.110294
2002-10-31,0.075447,-0.028017,-0.103464
2002-11-01,0.117203,-0.03511,-0.152313
2002-11-04,0.151649,-0.040981,-0.19263
2002-11-05,0.14284,-0.044998,-0.187837
2002-11-06,0.191293,-0.046081,-0.237374
2002-11-07,0.125636,-0.0147,-0.140335
2002-11-08,0.065233,0.005188,-0.060045
2002-11-11,0.042893,0.012131,-0.030762
2002-11-12,0.002931,0.030737,0.027807
2002-11-13,0.028885,0.032473,0.003588
2002-11-14,0.027869,0.023498,-0.004372
2002-11-15,0.031137,0.024978,-0.006158
2002-11-18,0.003439,0.039676,0.036238
2002-11-19,0.009383,0.046448,0.037065
2002-11-20,0.024058,0.035834,0.011776
2002-11-21,0.064849,0.016903,-0.047946
2002-11-22,0.035698,0.012271,-0.023428
2002-11-25,0.043187,0.01181,-0.031377
2002-11-26,0.035339,0.011367,-0.023972
2002-11-27,0.054232,-0.011085,-0.065317
2002-11-29,0.061681,-0.009161,-0.070842
2002-12-02,0.042761,-0.004078,-0.046839
2002-12-03,0.019094,0.00175,-0.017343
2002-12-04,0.006533,0.010812,0.004279
2002-12-05,-0.017304,0.009379,0.026683
2002-12-06,0.013993,-0.013296,-0.027288
2002-12-09,-0.001673,-0.015764,-0.014091
2002-12-10,0.027646,-0.018479,-0.046125
2002-12-11,0.020459,-0.006227,-0.026686
2002-12-12,0.019314,-0.009265,-0.02858
2002-12-13,-0.01532,0.001905,0.017225
2002-12-16,0.002736,-0.009616,-0.012352
2002-12-17,0.004089,-0.014031,-0.01812
2002-12-18,-0.006197,-0.009959,-0.003762
2002-12-19,-0.034752,0.008727,0.043479
2002-12-20,-0.038876,0.019265,0.058141
2002-12-23,-0.03166,0.020447,0.052107
2002-12-24,-0.039484,0.028079,0.067563
2002-12-26,-0.0204,0.017275,0.037676
2002-12-27,-0.068632,0.052195,0.120827
2002-12-30,-0.057853,0.047897,0.10575
2002-12-31,-0.058073,0.044285,0.102358
2003-01-02,-0.014563,0.015855,0.030418
2003-01-03,-0.007042,0.012988,0.02003
2003-01-06,0.021731,0.00771,-0.014021
2003-01-07,0.012558,0.009571,-0.002987
2003-01-08,0.026135,0.008966,-0.01717
2003-01-09,0.028292,-0.013023,-0.041315
2003-01-10,0.030153,-0.01704,-0.047193
2003-01-13,0.029935,-0.014529,-0.044464
2003-01-14,0.049795,-0.001366,-0.051161
2003-01-15,0.013137,0.011108,-0.002029
2003-01-16,0.017856,0.012513,-0.005343
2003-01-17,0.014538,0.009667,-0.004872
2003-01-21,0.005928,0.006519,0.000591
2003-01-22,-0.020224,0.010774,0.030998
2003-01-23,-0.014553,0.005598,0.02015
2003-01-24,-0.03324,0.005938,0.039177
2003-01-27,-0.046874,0.000343,0.047217
2003-01-28,-0.017738,-0.010555,0.007184
2003-01-29,-0.0185,-0.018289,0.000211
2003-01-30,-0.04307,-0.008468,0.034602
2003-01-31,-0.055013,0.020631,0.075644
2003-02-03,-0.056048,0.019755,0.075804
2003-02-04,-0.081541,0.027012,0.108553
2003-02-05,-0.084978,0.014523,0.099501
2003-02-06,-0.075938,0.0177,0.093638
2003-02-07,-0.101174,0.039972,0.141147
2003-02-10,-0.09725,0.030022,0.127271
2003-02-11,-0.103192,0.028105,0.131297
2003-02-12,-0.120326,0.028137,0.148463
2003-02-13,-0.108766,0.028713,0.13748
2003-02-14,-0.085525,0.018471,0.103996
2003-02-18,-0.055482,0.014705,0.070188
2003-02-19,-0.045602,0.015788,0.06139
2003-02-20,-0.043552,0.014244,0.057796
2003-02-21,-0.039792,0.013264,0.053057
2003-02-24,-0.029868,0.012065,0.041933
2003-02-25,-0.008568,0.020455,0.029022
2003-02-26,-0.030176,0.027553,0.057729
2003-02-27,-0.024745,0.034938,0.059683
2003-02-28,0.005567,0.033792,0.028224
2003-03-03,-0.022891,0.032232,0.055123
2003-03-04,-0.040357,0.031414,0.071771
2003-03-05,-0.022605,0.030268,0.052873
2003-03-06,-0.02475,0.035201,0.05995
2003-03-07,-0.01338,0.030396,0.043776
2003-03-10,-0.025174,0.033401,0.058575
2003-03-11,-0.041543,0.038871,0.080413
2003-03-12,-0.028407,0.04288,0.071288
2003-03-13,0.021437,0.020066,-0.001372
2003-03-14,0.021615,0.019525,-0.00209
2003-03-17,0.031253,0.016004,-0.015249
2003-03-18,0.019386,0.005143,-0.014243
2003-03-19,0.032637,-0.009041,-0.041678
2003-03-20,0.045298,-0.01397,-0.059268
2003-03-21,0.056956,-0.021806,-0.078762
2003-03-24,0.038659,-0.011049,-0.049707
2003-03-25,0.040285,-0.016724,-0.057009
2003-03-26,0.05035,-0.021504,-0.071854
2003-03-27,0.037483,-0.022466,-0.059949
2003-03-28,0.025437,-0.026407,-0.051844
2003-03-31,0.011793,-0.014849,-0.026642
2003-04-01,0.043951,-0.018306,-0.062257
2003-04-02,0.060219,-0.031754,-0.091974
2003-04-03,0.064092,-0.028555,-0.092647
2003-04-04,0.063079,-0.034654,-0.097733
2003-04-07,0.087125,-0.041845,-0.12897
2003-04-08,0.099673,-0.032421,-0.132094
2003-04-09,0.077978,-0.03306,-0.111038
2003-04-10,0.047732,-0.019511,-0.067244
2003-04-11,0.040074,-0.02587,-0.065943
2003-04-14,0.029139,-0.016746,-0.045884
2003-04-15,0.032673,-0.002004,-0.034677
2003-04-16,0.007342,0.009556,0.002213
2003-04-17,0.020092,0.012788,-0.007305
2003-04-21,-0.000223,0.024694,0.024917
2003-04-22,0.053639,0.008176,-0.045463
2003-04-23,0.053245,0.011401,-0.041844
2003-04-24,0.04915,0.018388,-0.030762
2003-04-25,0.035342,0.019985,-0.015357
2003-04-28,0.058586,0.016058,-0.042529
2003-04-29,0.086972,0.001219,-0.085753
2003-04-30,0.068224,0.013368,-0.054856
2003-05-01,0.042896,0.024536,-0.01836
2003-05-02,0.062828,0.017061,-0.045767
2003-05-05,0.054522,0.02541,-0.029111
2003-05-06,0.066553,0.032866,-0.033687
2003-05-07,0.058963,0.036548,-0.022415
2003-05-08,0.062277,0.035999,-0.026278
2003-05-09,0.071077,0.041893,-0.029184
2003-05-12,0.088698,0.050132,-0.038566
2003-05-13,0.064755,0.055338,-0.009417
2003-05-14,0.052684,0.065757,0.013073
2003-05-15,0.077734,0.064708,-0.013026
2003-05-16,0.05929,0.070784,0.011493
2003-05-19,0.033463,0.069436,0.035972
2003-05-20,0.012262,0.085856,0.073595
2003-05-21,0.005099,0.083518,0.07842
2003-05-22,0.02419,0.08339,0.0592
2003-05-23,0.039122,0.083665,0.044543
2003-05-27,0.039329,0.065785,0.026456
2003-05-28,0.038649,0.065773,0.027124
2003-05-29,0.038189,0.065218,0.027029
2003-05-30,0.054951,0.062682,0.007732
2003-06-02,0.044417,0.063237,0.018821
2003-06-03,0.050737,0.066092,0.015355
2003-06-04,0.055905,0.063985,0.00808
2003-06-05,0.067031,0.043497,-0.023534
2003-06-06,0.073662,0.044732,-0.028931
2003-06-09,0.048224,0.050677,0.002453
2003-06-10,0.046058,0.056556,0.010499
2003-06-11,0.059022,0.052925,-0.006097
2003-06-12,0.064543,0.045152,-0.019391
2003-06-13,0.046788,0.048911,0.002123
2003-06-16,0.071571,0.031441,-0.04013
2003-06-17,0.097247,0.026804,-0.070444
2003-06-18,0.098529,-0.001073,-0.099602
2003-06-19,0.079547,-0.002874,-0.082421
2003-06-20,0.066573,-0.015311,-0.081884
2003-06-23,0.053493,-0.01191,-0.065403
2003-06-24,0.036435,0.015534,-0.020901
2003-06-25,0.023124,0.001019,-0.022105
2003-06-26,0.039163,-0.020992,-0.060154
2003-06-27,0.010962,-0.022632,-0.033595
2003-06-30,0.006498,-0.010801,-0.0173
2003-07-01,0.011621,-0.02354,-0.03516
2003-07-02,0.009786,-0.023989,-0.033775
2003-07-03,-0.005553,-0.030416,-0.024863
2003-07-07,0.018172,-0.040102,-0.058274
2003-07-08,0.033235,-0.045635,-0.07887
2003-07-09,0.017062,-0.053845,-0.070907
2003-07-10,-0.006394,-0.052974,-0.04658
2003-07-11,-7.8e-05,-0.055861,-0.055783
2003-07-14,0.015407,-0.072918,-0.088325
2003-07-15,-0.007741,-0.085957,-0.078217
2003-07-16,-0.013565,-0.073427,-0.059862
2003-07-17,-0.026722,-0.064311,-0.037589
2003-07-18,-0.001505,-0.064442,-0.062937
2003-07-21,-0.011665,-0.080866,-0.069201
2003-07-22,0.007621,-0.081853,-0.089474
2003-07-23,0.007309,-0.087186,-0.094495
2003-07-24,0.009844,-0.080518,-0.090361
2003-07-25,0.014474,-0.070479,-0.084953
2003-07-28,0.022527,-0.079685,-0.102213
2003-07-29,0.01813,-0.096443,-0.114573
2003-07-30,0.006394,-0.081687,-0.088081
2003-07-31,-0.003808,-0.097585,-0.093776
2003-08-01,-0.002329,-0.085125,-0.082795
2003-08-04,-0.021748,-0.071307,-0.049559
2003-08-05,-0.046762,-0.0854,-0.038638
2003-08-06,-0.035793,-0.070329,-0.034536
2003-08-07,-0.013092,-0.06613,-0.053039
2003-08-08,-0.019553,-0.074313,-0.054761
2003-08-11,-0.02065,-0.068289,-0.04764
2003-08-12,-0.009551,-0.050436,-0.040885
2003-08-13,-0.008807,-0.074056,-0.065249
2003-08-14,0.008223,-0.062067,-0.07029
2003-08-15,0.001105,-0.060714,-0.061819
2003-08-18,0.022384,-0.035914,-0.058299
2003-08-19,0.017041,-0.025817,-0.042858
2003-08-20,0.012192,-0.034305,-0.046498
2003-08-21,0.023149,-0.028094,-0.051243
2003-08-22,-0.004589,-0.021135,-0.016545
2003-08-25,0.000701,-0.015535,-0.016236
2003-08-26,0.007143,0.005905,-0.001238
2003-08-27,0.009882,-0.009859,-0.019741
2003-08-28,0.013783,0.015477,0.001694
2003-08-29,0.029743,0.013817,-0.015926
2003-09-02,0.043549,-0.009534,-0.053083
2003-09-03,0.071977,0.006426,-0.06555
2003-09-04,0.066302,-0.007542,-0.073844
2003-09-05,0.049287,0.005305,-0.043981
2003-09-08,0.054945,-0.001056,-0.056001
2003-09-09,0.044095,0.011225,-0.03287
2003-09-10,0.024209,0.02629,0.002081
2003-09-11,0.032512,0.039701,0.007189
2003-09-12,0.031618,0.036665,0.005047
2003-09-15,0.024795,0.035703,0.010908
2003-09-16,0.030852,0.02934,-0.001512
2003-09-17,0.024985,0.026321,0.001335
2003-09-18,0.041314,0.032596,-0.008718
2003-09-19,0.032728,0.036296,0.003568
2003-09-22,0.03181,0.023503,-0.008307
2003-09-23,0.034075,0.038587,0.004512
2003-09-24,0.013866,0.039406,0.02554
2003-09-25,0.005243,0.049371,0.044128
2003-09-26,-0.00423,0.047952,0.052183
2003-09-29,-0.001208,0.042052,0.04326
2003-09-30,-0.023992,0.075068,0.099059
2003-10-01,-0.008593,0.069299,0.077892
2003-10-02,-0.00548,0.058488,0.063968
2003-10-03,0.009305,0.018749,0.009444
2003-10-06,0.005581,0.033868,0.028287
2003-10-07,0.016119,0.014602,-0.001517
2003-10-08,0.023924,0.004177,-0.019746
2003-10-09,0.023668,0.00358,-0.020089
2003-10-10,0.024612,0.002636,-0.021976
2003-10-13,0.031469,0.000258,-0.031211
2003-10-14,0.020218,-0.005099,-0.025317
2003-10-15,0.019472,-0.02214,-0.041612
2003-10-16,0.011613,-0.026699,-0.038312
2003-10-17,0.005691,-0.020332,-0.026023
2003-10-20,0.024281,-0.00918,-0.03346
2003-10-21,0.018652,-0.012258,-0.03091
2003-10-22,0.024033,-0.011187,-0.03522
2003-10-23,0.030615,-0.023272,-0.053886
2003-10-24,0.036318,-0.021191,-0.057509
2003-10-27,0.026751,-0.015264,-0.042015
2003-10-28,0.050925,-0.026215,-0.07714
2003-10-29,0.030368,-0.031307,-0.061675
2003-10-30,0.028795,-0.031222,-0.060017
2003-10-31,0.018474,-0.001172,-0.019646
2003-11-03,0.020509,-0.010199,-0.030708
2003-11-04,0.014387,0.007067,-0.00732
2003-11-05,0.017692,0.000424,-0.017268
2003-11-06,0.02033,-0.00187,-0.022201
2003-11-07,0.009945,-0.008368,-0.018313
2003-11-10,0.002669,-0.005317,-0.007986
2003-11-11,-0.00114,0.0017,0.00284
2003-11-12,0.012764,0.013993,0.00123
2003-11-13,0.009012,0.033776,0.024764
2003-11-14,0.01151,0.032707,0.021197
2003-11-17,-0.001047,0.030815,0.031862
2003-11-18,-0.009728,0.033342,0.04307
2003-11-19,0.011397,0.012022,0.000625
2003-11-20,0.004161,0.029344,0.025183
2003-11-21,0.006082,0.018585,0.012503
2003-11-24,0.018913,0.012244,-0.006669
2003-11-25,0.009045,0.012435,0.003391
2003-11-26,0.011314,0.017484,0.00617
2003-11-28,0.009962,0.012786,0.002824
2003-12-01,0.021842,-0.002197,-0.024039
2003-12-02,0.012642,0.006839,-0.005804
2003-12-03,0.013238,-0.002875,-0.016113
2003-12-04,0.016629,0.006245,-0.010384
2003-12-05,0.004229,0.031998,0.027768
2003-12-08,0.018559,0.025394,0.006835
2003-12-09,0.014832,0.019027,0.004195
2003-12-10,0.015026,0.020592,0.005565
2003-12-11,0.015048,0.020479,0.005431
2003-12-12,0.016735,0.006818,-0.009917
2003-12-15,0.020292,-0.000446,-0.020738
2003-12-16,0.030782,0.001314,-0.029468
2003-12-17,0.044877,0.001916,-0.042961
2003-12-18,0.047747,0.022305,-0.025442
2003-12-19,0.054293,0.012142,-0.042151
2003-12-22,0.057271,0.008768,-0.048503
2003-12-23,0.044119,0.005637,-0.038482
2003-12-24,0.039135,0.009594,-0.029541
2003-12-26,0.036179,0.01745,-0.018728
2003-12-29,0.04918,0.017566,-0.031614
2003-12-30,0.038154,0.019112,-0.019042
2003-12-31,0.041702,0.014775,-0.026927
2004-01-02,0.042885,0.006827,-0.036058
2004-01-05,0.049919,0.001945,-0.047974
2004-01-06,0.058323,-0.00293,-0.061253
2004-01-07,0.054789,0.008101,-0.046688
2004-01-08,0.067226,0.014893,-0.052333
2004-01-09,0.058007,0.030881,-0.027125
2004-01-12,0.053969,0.02269,-0.031279
2004-01-13,0.045791,0.02771,-0.018081
2004-01-14,0.059817,0.033367,-0.02645
2004-01-15,0.05693,0.033858,-0.023072
2004-01-16,0.057786,0.019696,-0.03809
2004-01-20,0.045749,0.010333,-0.035416
2004-01-21,0.056932,0.013104,-0.043828
2004-01-22,0.046872,0.023311,-0.023561
2004-01-23,0.042833,0.022586,-0.020247
2004-01-26,0.057015,0.006883,-0.050132
2004-01-27,0.045396,0.009417,-0.035979
2004-01-28,0.019881,0.009576,-0.010305
2004-01-29,0.020687,0.011586,-0.009101
2004-01-30,0.019769,0.018607,-0.001162
2004-02-02,0.024634,0.028626,0.003993
2004-02-03,0.011917,0.03656,0.024643
2004-02-04,0.002665,0.023233,0.020568
2004-02-05,0.002214,0.015172,0.012958
2004-02-06,0.009437,0.026691,0.017253
2004-02-09,0.018596,0.0121,-0.006495
2004-02-10,0.014397,0.007251,-0.007146
2004-02-11,0.031184,0.007919,-0.023265
2004-02-12,0.018943,-0.001239,-0.020182
2004-02-13,0.011865,-0.000763,-0.012629
2004-02-17,0.016983,0.00562,-0.011363
2004-02-18,0.012785,0.007226,-0.005559
2004-02-19,0.00113,0.005845,0.004715
2004-02-20,0.000697,-0.008359,-0.009056
2004-02-23,0.001398,0.009876,0.008478
2004-02-24,-0.012773,0.017889,0.030663
2004-02-25,0.001657,0.013207,0.01155
2004-02-26,0.013849,0.018968,0.00512
2004-02-27,0.013571,0.029919,0.016347
2004-03-01,0.023617,0.022426,-0.001191
2004-03-02,0.013249,0.018077,0.004828
2004-03-03,0.016787,0.011076,-0.005711
2004-03-04,0.027824,0.01757,-0.010254
2004-03-05,0.028274,0.04132,0.013047
2004-03-08,0.004456,0.036089,0.031633
2004-03-09,0.000175,0.039889,0.039713
2004-03-10,-0.019764,0.045046,0.06481
2004-03-11,-0.042647,0.038795,0.081442
2004-03-12,-0.026545,0.036761,0.063306
2004-03-15,-0.034135,0.034105,0.068241
2004-03-16,-0.037704,0.043395,0.081099
2004-03-17,-0.022653,0.040256,0.062909
2004-03-18,-0.018745,0.033712,0.052457
2004-03-19,-0.029863,0.039552,0.069415
2004-03-22,-0.039756,0.039449,0.079205
2004-03-23,-0.039743,0.039384,0.079127
2004-03-24,-0.04297,0.037166,0.080136
2004-03-25,-0.030894,0.036472,0.067366
2004-03-26,-0.031306,0.016715,0.04802
2004-03-29,-0.027336,0.010309,0.037645
2004-03-30,-0.018306,0.016075,0.034381
2004-03-31,-0.01896,0.022844,0.041804
2004-04-01,-0.015615,0.014974,0.030589
2004-04-02,-0.011498,-0.028912,-0.017414
2004-04-05,0.006212,-0.042191,-0.048402
2004-04-06,0.007011,-0.043324,-0.050335
2004-04-07,0.021778,-0.044905,-0.066683
2004-04-08,0.032856,-0.049035,-0.081891
2004-04-12,0.023472,-0.046583,-0.070055
2004-04-13,0.021645,-0.058488,-0.080133
2004-04-14,0.017868,-0.067003,-0.084871
2004-04-15,0.002795,-0.07098,-0.073775
2004-04-16,0.010251,-0.062507,-0.072759
2004-04-19,0.024942,-0.063262,-0.088203
2004-04-20,0.020703,-0.077421,-0.098124
2004-04-21,0.029326,-0.074525,-0.103851
2004-04-22,0.042903,-0.068507,-0.11141
2004-04-23,0.030271,-0.070225,-0.100496
2004-04-26,0.02855,-0.058716,-0.087267
2004-04-27,0.015188,-0.048781,-0.063969
2004-04-28,-0.001327,-0.057041,-0.055713
2004-04-29,-0.011229,-0.066164,-0.054935
2004-04-30,-0.024784,-0.059273,-0.034489
2004-05-03,-0.02172,-0.03419,-0.01247
2004-05-04,-0.027847,-0.033207,-0.00536
2004-05-05,-0.018451,-0.041129,-0.022678
2004-05-06,-0.024601,-0.041466,-0.016865
2004-05-07,-0.038559,-0.051282,-0.012723
2004-05-10,-0.052168,-0.050076,0.002092
2004-05-11,-0.030562,-0.03528,-0.004718
2004-05-12,-0.025928,-0.040881,-0.014954
2004-05-13,-0.026292,-0.038881,-0.012589
2004-05-14,-0.033296,-0.034683,-0.001387
2004-05-17,-0.041554,-0.024058,0.017496
2004-05-18,-0.020283,-0.018913,0.001369
2004-05-19,-0.030177,-0.026925,0.003252
2004-05-20,-0.040525,-0.0252,0.015326
2004-05-21,-0.039787,-0.023574,0.016213
2004-05-24,-0.034413,-0.022098,0.012315
2004-05-25,-0.021435,-0.02295,-0.001515
2004-05-26,-0.005141,-0.00845,-0.00331
2004-05-27,0.0093,0.004262,-0.005038
2004-05-28,0.017123,-0.00258,-0.019704
2004-06-01,0.004993,-0.012957,-0.017951
2004-06-02,0.009548,-0.008711,-0.018259
2004-06-03,-0.006118,-0.003887,0.002231
2004-06-04,0.010464,-0.007076,-0.01754
2004-06-07,0.043107,0.00636,-0.036747
2004-06-08,0.055407,0.010571,-0.044836
2004-06-09,0.03681,0.001673,-0.035137
2004-06-10,0.03531,0.010339,-0.024971
2004-06-14,0.029366,0.00613,-0.023236
2004-06-15,0.036169,0.019076,-0.017093
2004-06-16,0.044913,0.006216,-0.038697
2004-06-17,0.038122,0.01679,-0.021332
2004-06-18,0.043697,0.017942,-0.025755
2004-06-21,0.036428,0.010863,-0.025565
2004-06-22,0.039844,0.011873,-0.027971
2004-06-23,0.044426,0.010624,-0.033802
2004-06-24,0.026442,0.013778,-0.012664
2004-06-25,0.017957,0.009353,-0.008604
2004-06-28,0.008808,-0.00876,-0.017567
2004-06-29,0.013076,0.000266,-0.012811
2004-06-30,0.019857,0.019874,1.6e-05
2004-07-01,0.001965,0.024405,0.022441
2004-07-02,0.010724,0.033059,0.022335
2004-07-06,-0.006032,0.037419,0.043451
2004-07-07,-0.01805,0.037533,0.055583
2004-07-08,-0.026233,0.036243,0.062476
2004-07-09,-0.014519,0.041814,0.056333
2004-07-12,-0.018907,0.041247,0.060154
2004-07-13,-0.008406,0.046515,0.054921
2004-07-14,-0.018356,0.025198,0.043554
2004-07-15,-0.024522,0.030287,0.054808
2004-07-16,-0.023859,0.037154,0.061013
2004-07-19,-0.029834,0.040143,0.069977
2004-07-20,-0.013781,0.030032,0.043813
2004-07-21,-0.036828,0.030355,0.067184
2004-07-22,-0.04244,0.029819,0.072259
2004-07-23,-0.047469,0.027003,0.074472
2004-07-26,-0.044712,0.021183,0.065895
2004-07-27,-0.032437,0.017823,0.05026
2004-07-28,-0.033532,0.011551,0.045082
2004-07-29,-0.034576,0.003553,0.038129
2004-07-30,-0.018594,0.013418,0.032012
2004-08-02,-0.016035,0.004155,0.02019
2004-08-03,-0.015014,0.009877,0.024891
2004-08-04,-0.018,0.009995,0.027996
2004-08-05,-0.027279,0.012254,0.039533
2004-08-06,-0.043677,0.028188,0.071865
2004-08-09,-0.042762,0.023162,0.065924
2004-08-10,-0.03111,0.022505,0.053615
2004-08-11,-0.030129,0.02655,0.056679
2004-08-12,-0.034477,0.027596,0.062072
2004-08-13,-0.031795,0.01742,0.049216
2004-08-16,-0.017598,0.013187,0.030785
2004-08-17,-0.024454,0.028191,0.052645
2004-08-18,0.004107,0.026001,0.021895
2004-08-19,-0.001547,0.027037,0.028584
2004-08-20,0.01395,0.022706,0.008756
2004-08-23,0.013333,0.021609,0.008276
2004-08-24,0.005284,0.036173,0.030889
2004-08-25,0.009082,0.03966,0.030577
2004-08-26,0.004793,0.04318,0.038387
2004-08-27,0.005503,0.030382,0.024879
2004-08-30,-0.004862,0.033898,0.03876
2004-08-31,0.008166,0.036124,0.027958
2004-09-01,0.010163,0.036701,0.026537
2004-09-02,0.038561,0.023613,-0.014947
2004-09-03,0.049321,0.006792,-0.04253
2004-09-07,0.054766,0.00925,-0.045516
2004-09-08,0.038753,0.021437,-0.017316
2004-09-09,0.039941,0.013207,-0.026734
2004-09-10,0.056832,0.012607,-0.044225
2004-09-13,0.058215,0.013738,-0.044477
2004-09-14,0.049492,0.018307,-0.031185
2004-09-15,0.035717,0.010248,-0.025469
2004-09-16,0.028265,0.02666,-0.001605
2004-09-17,0.035648,0.019072,-0.016577
2004-09-20,0.02225,0.026742,0.004492
2004-09-21,0.029313,0.035743,0.006431
2004-09-22,0.015082,0.04587,0.030788
2004-09-23,0.002807,0.038054,0.035248
2004-09-24,0.007417,0.033472,0.026055
2004-09-27,-0.002144,0.038696,0.040841
2004-09-28,0.010977,0.02967,0.018694
2004-09-29,0.01076,0.013383,0.002623
2004-09-30,0.008132,0.008455,0.000324
2004-10-01,0.013706,0.013378,-0.000328
2004-10-04,0.019567,0.014767,-0.004801
2004-10-05,0.013416,0.015822,0.002406
2004-10-06,0.022893,0.002727,-0.020166
2004-10-07,0.012822,0.002145,-0.010677
2004-10-08,-0.000721,0.013906,0.014627
2004-10-11,9e-05,0.010536,0.010445
2004-10-12,-0.00582,0.01179,0.01761
2004-10-13,-0.007053,0.017783,0.024837
2004-10-14,-0.018026,0.011154,0.02918
2004-10-15,-0.016703,0.012672,0.029376
2004-10-18,-0.007024,0.00649,0.013514
2004-10-19,-0.019653,0.006144,0.025797
2004-10-20,-0.009233,0.002652,0.011885
2004-10-21,0.002614,0.007368,0.004754
2004-10-22,-0.013189,0.008486,0.021674
2004-10-25,-0.008037,0.00489,0.012927
2004-10-26,0.002337,0.005903,0.003567
2004-10-27,0.009299,0.005807,-0.003491
2004-10-28,0.013064,0.012982,-8.2e-05
2004-10-29,-0.003959,0.022756,0.026715
2004-11-01,-0.002899,0.014887,0.017785
2004-11-02,-0.003073,0.016376,0.019449
2004-11-03,0.002616,0.021502,0.018885
2004-11-04,0.027325,0.027014,-0.00031
2004-11-05,0.042395,0.002512,-0.039884
2004-11-08,0.036647,-0.00205,-0.038696
2004-11-09,0.038656,-0.00488,-0.043536
2004-11-10,0.048682,-0.012218,-0.060901
2004-11-11,0.065257,-0.019025,-0.084282
2004-11-12,0.06768,-0.00495,-0.072629
2004-11-15,0.066278,-0.004493,-0.070771
2004-11-16,0.06763,-0.007068,-0.074698
2004-11-17,0.076107,-0.005422,-0.08153
2004-11-18,0.070585,-0.003063,-0.073648
2004-11-19,0.070715,-0.01333,-0.084045
2004-11-22,0.077096,-0.00896,-0.086056
2004-11-23,0.06249,-0.004743,-0.067233
2004-11-24,0.052366,0.005127,-0.047238
2004-11-26,0.048408,-0.004688,-0.053096
2004-11-29,0.043809,-0.019804,-0.063613
2004-11-30,0.041665,-0.017849,-0.059514
2004-12-01,0.053134,-0.020817,-0.073951
2004-12-02,0.040908,-0.025224,-0.066132
2004-12-03,0.026198,-0.011056,-0.037255
2004-12-06,0.019469,0.003299,-0.01617
2004-12-07,0.011442,0.008116,-0.003326
2004-12-08,0.019354,0.024423,0.005069
2004-12-09,0.02217,0.021504,-0.000666
2004-12-10,0.015473,0.026277,0.010804
2004-12-13,0.016304,0.017469,0.001165
2004-12-14,0.01735,0.02054,0.00319
2004-12-15,0.02545,0.029788,0.004338
2004-12-16,0.018806,0.006025,-0.01278
2004-12-17,0.010647,0.001617,-0.00903
2004-12-20,0.022265,0.011495,-0.01077
2004-12-21,0.025247,0.009306,-0.015941
2004-12-22,0.026152,0.004666,-0.021486
2004-12-23,0.02449,0.001388,-0.023102
2004-12-27,0.023146,0.000118,-0.023028
2004-12-28,0.033464,0.01008,-0.023385
2004-12-29,0.034297,0.01334,-0.020957
2004-12-30,0.020734,0.021746,0.001011
2004-12-31,0.01769,0.032371,0.014681
2005-01-03,0.01357,0.018731,0.00516
2005-01-04,0.001521,0.004607,0.003086
2005-01-05,0.003959,0.008721,0.004762
2005-01-06,0.003201,-0.006094,-0.009295
2005-01-07,-0.001766,0.002788,0.004554
2005-01-10,0.001945,0.001887,-5.8e-05
2005-01-11,-0.013556,0.005611,0.019168
2005-01-12,-0.013742,0.003021,0.016763
2005-01-13,-0.022372,0.003585,0.025957
