时间,开盘价,最高价,最低价,收盘价
2016-08-01,28.996541900129333,29.278945686643997,28.463618541502015,29.237953186035156
2016-08-08,29.342713870002402,29.543130916063575,29.14685444212526,29.47936248779297
2016-08-15,29.5750138819497,30.012284575257777,29.415592818001738,29.957624435424805
2016-08-22,29.902964753635498,30.340235402824927,29.798200364972203,30.103378295898438
2016-08-29,30.19904017893492,30.554322432196926,30.012287290614754,30.408565521240234
2016-09-05,30.495103776995403,30.58164812998537,29.010204723081465,29.051198959350586
2016-09-12,28.887227709788586,30.722855205355494,28.723252469941418,30.317468643188477
2016-09-19,30.6317552217621,31.15101443747465,30.244588750414163,30.51332664489746
2016-09-26,30.335690061141683,31.770486940578802,30.130720567701843,31.6429500579834
2016-10-03,31.588284921902392,31.79781026384683,31.219338501860975,31.71126937866211
2016-10-10,31.898018199913604,31.980006677859777,30.089719279464315,30.8002872467041
2016-10-17,30.741071136372927,31.182897739897104,30.531545798900193,30.927824020385742
2016-10-24,31.1236872358119,31.533629651333364,30.79573330339473,30.877721786499023
2016-10-31,31.046252927783687,31.273998315545768,30.18081975926402,30.33112907409668
2016-11-07,30.827618205447266,31.456194273135043,30.121606058854326,31.22844886779785
2016-11-14,31.192006991234194,32.07565665205304,30.809392967638793,32.034664154052734
2016-11-21,32.33984809089055,32.690574491837914,32.02100590821112,32.663246154785156
2016-11-28,32.594918246799935,32.71790270022931,30.74107096000158,31.324098587036133
2016-12-05,31.538183203402347,33.114181013575624,31.378762112438995,32.64958190917969
2016-12-12,32.52659768220654,33.37380732064294,32.23052798551359,32.8317756652832
2016-12-19,32.65413778877231,33.314598083496094,32.631361857870466,33.314598083496094
2016-12-26,33.67020378381479,34.133952863544096,32.83912179816675,32.894222259521484
2017-01-02,33.44521216849719,33.44521216849719,32.74729052134418,33.0319709777832
2017-01-09,33.07788078467106,33.69315339090847,32.96309080561672,33.61509704589844
2017-01-16,33.518682657817656,34.092632703328235,33.1375789868515,33.87223434448242
2017-01-23,33.77580893212198,34.82728576660156,33.40848302906181,34.82728576660156
2017-01-30,34.721679372719805,34.80432831025357,34.05130621410715,34.71708679199219
2017-02-06,34.73545109821381,34.9650310744041,34.322206440448795,34.593109130859375
2017-02-13,34.85023903385351,35.396636962890625,34.59310709354735,35.396636962890625
2017-02-20,35.575716108759615,35.731828817468376,34.66657782444439,35.231346130371094
2017-02-27,35.20838227481649,35.53438539272722,34.98798397517052,35.295623779296875
2017-03-06,35.13492368459223,35.874171607468014,34.997177778517155,35.78234100341797
2017-03-13,35.89712515915936,36.37465192923605,35.59407790958452,36.278228759765625
2017-03-20,36.42974759844761,36.72820225712354,35.72264438056746,36.33332443237305
2017-03-27,36.1772135712637,36.75575610017583,35.96600041060649,36.599639892578125
2017-04-03,36.64096809525554,36.70983929031054,35.89712766064755,36.328739166259766
2017-04-10,36.31036779811438,36.31495687513475,35.01094436645508,35.01094436645508
2017-04-17,35.17624638426927,36.27823103802649,35.167061222916736,36.094566345214844
2017-04-24,36.6455586923106,37.22869385744808,36.494038553794354,36.59505081176758
2017-05-01,36.70525408073846,37.10013198852539,36.53536360777008,37.10013198852539
2017-05-08,37.14604041399298,38.068952888361046,36.962375734565214,38.04140090942383
2017-05-15,38.087313912749124,38.92298482592746,37.39398495670019,38.45464324951172
2017-05-22,38.596986898944984,39.25817839287364,38.450055845084464,39.24899673461914
2017-05-29,39.30868234056514,39.90559165768917,39.23062599231252,39.86426544189453
2017-06-05,39.8964075584662,41.19583105065251,38.61075830420705,39.34541702270508
2017-06-12,38.867893285095974,39.67142325583229,38.169968148770494,38.63831329345703
2017-06-19,39.04696551716184,39.53826656063991,38.83115976386641,39.33623504638672
2017-06-26,39.708158223371505,39.7999888218535,37.27460882935801,37.58683776855469
2017-07-03,37.82559576857768,38.3719972351107,37.15522265577128,38.20669937133789
2017-07-10,38.2847541434954,39.92395497236202,38.12404886676579,39.86426544189453
2017-07-17,39.951514167940154,40.419855845175334,39.44643884849866,40.16272735595703
2017-07-24,40.09385380861072,40.56678808053587,39.42807316421157,39.648468017578125
2017-07-31,39.758658172969724,40.024971783269635,39.07451083205864,39.34541702270508
2017-08-07,39.46939192973624,40.34638918345822,38.6061724181927,39.10665512084961
2017-08-14,39.40970171126745,40.20404651063355,39.0607391474809,39.24440383911133
2017-08-21,39.32705394731533,39.914778175559455,38.78983759835274,39.57500076293945
2017-08-28,39.68978976276494,41.035128643291834,39.28113766111698,40.865238189697266
2017-09-04,40.672389455591855,40.791768521066636,40.02497224071641,40.204044342041016
2017-09-11,40.580559333980574,41.884575549015004,40.46576933456017,41.82488250732422
2017-09-18,42.13251815367464,42.65596021842342,41.4208188272134,42.0452766418457
2017-09-25,42.04527834054354,42.88094934637094,41.076450522954694,42.84880828857422
2017-10-02,43.08298569953174,43.57428678288478,42.84422052637883,43.56051254272461
2017-10-09,43.7028503292462,44.77728308190356,43.66152410631397,44.625762939453125
2017-10-16,44.80483140777205,45.323680920793116,44.26761507529281,45.172157287597656
2017-10-23,45.387960262510475,46.24199804798382,44.62575656871365,46.191490173339844
2017-10-30,45.6496887442921,47.265933990478516,45.6496887442921,47.265933990478516
2017-11-06,47.77100354407873,47.93630141299107,46.430257276778654,47.22919464111328
2017-11-13,47.050119964771206,48.15210452964912,46.655242133164016,47.40826416015625
2017-11-20,47.63325912075506,48.59290537665564,47.568976998707704,48.56535339355469
2017-11-27,48.060273831282274,48.101600050727164,44.589025534866046,45.631317138671875
2017-12-04,46.02160902054296,46.07211339842452,44.04262700922103,44.9976806640625
2017-12-11,45.107868452476374,45.57162094116211,44.72217581063944,45.57162094116211
2017-12-18,45.27776457228338,46.26954827820562,45.11246670411092,45.530303955078125
2017-12-25,45.64428023468974,46.086703721910915,45.327597000197244,45.5511360168457
2018-01-01,45.87247467562663,48.145140162170215,45.77001781851687,47.954200744628906
2018-01-08,47.95420040600704,48.41525270665689,46.84115283542595,47.66545867919922
2018-01-15,48.12651296304185,50.00332893499979,47.62354841119243,49.723899841308594
2018-01-22,49.891556066359314,50.5575221097619,48.703996626001555,50.26412582397461
2018-01-29,50.147699082415436,50.50164000293609,47.92626190185547,47.92626190185547
2018-02-05,47.40931836872494,48.34073913390155,43.72088943827848,45.518531799316406
2018-02-12,45.77933405667344,48.46182342093324,45.77933405667344,47.8703727722168
2018-02-19,47.89365955894333,49.220937144739935,47.87968881434987,49.206966400146484
2018-02-26,49.45844620911324,50.82763600931464,48.205687569416526,49.58884811401367
2018-03-05,49.383930631281835,52.1269645690918,49.24421609177534,52.1269645690918
2018-03-12,52.47158867447878,53.347126479751765,51.48893946946813,51.884796142578125
2018-03-19,51.49825854379033,52.07108036451466,48.475795392196126,48.48045349121094
2018-03-26,49.53295997868499,50.82297626370508,47.40466352619043,48.56428146362305
