时间,开盘价,最高价,最低价,收盘价,成交量
1993-01-29,24.130410525401995,24.130410525401995,24.01035873174328,24.11326026916504,1003200
1993-02-01,24.130424293421083,24.28477668762207,24.130424293421083,24.28477668762207,480500
1993-02-02,24.267603529432105,24.353354778652715,24.21615277989974,24.336204528808594,201300
1993-02-03,24.37053138940404,24.610635146935113,24.353381121008965,24.59348487854004,529400
1993-02-04,24.679217008749642,24.747818028926847,24.404812928040823,24.696367263793945,531500
1993-02-05,24.679220199584964,24.73067097137006,24.54201814149137,24.67922019958496,492100
1993-02-08,24.679220199584964,24.764971485893458,24.644919685061566,24.67922019958496,596100
1993-02-09,24.593470331169325,24.593470331169325,24.45626826516559,24.507719039916992,122100
1993-02-10,24.507710756079288,24.559161513439847,24.43910974626521,24.542011260986328,379600
1993-02-11,24.576318036531706,24.764970861655115,24.576318036531706,24.66206932067871,19500
1993-02-12,24.62776959852982,24.62776959852982,24.473417282104492,24.473417282104492,42500
1993-02-16,24.404816777649586,24.404816777649586,23.82170801416393,23.856008529663086,374800
1993-02-17,23.85600790805954,23.890308422664944,23.753106364243322,23.838857650756836,210900
1993-02-18,24.113268861159565,24.113268861159565,23.495859416634854,23.821714401245117,378100
1993-02-19,23.821711771457405,23.90746307373047,23.78741125054818,23.90746307373047,34900
1993-02-22,23.976057675670436,24.027508443214796,23.90745665227796,23.993207931518555,513600
1993-02-23,24.061798758772824,24.07894900735356,23.85599577580399,23.97604751586914,373700
1993-02-24,23.993222165242425,24.28477668762207,23.993222165242425,24.28477668762207,26300
1993-02-25,24.267603529432105,24.353354778652715,24.21615277989974,24.336204528808594,44500
1993-02-26,24.387664172114157,24.387664172114157,24.250462123325892,24.370513916015625,66200
1993-03-01,24.45627804515895,24.45627804515895,24.26762512896207,24.301925659179688,66500
1993-03-02,24.31906418409069,24.66206932067871,24.284763670431886,24.66206932067871,182400
1993-03-03,24.69636785026402,24.782119127521884,24.662067339360878,24.764968872070312,280100
1993-03-04,24.799270122496196,24.799270122496196,24.62776756286621,24.62776756286621,89500
1993-03-05,24.662077064620714,24.76497863790842,24.542025229118387,24.559175491333008,40000
1993-03-08,24.610623186403284,25.10798072814941,24.610623186403284,25.107980728149414,50800
1993-03-09,25.0565134797544,25.073663728542734,24.970762235812735,25.022212982177734,169300
1993-03-10,25.02223390300036,25.073684692382812,24.919332324235448,25.073684692382812,194400
1993-03-11,25.09081908672108,25.159420095844034,24.970767320755908,25.005067825317383,70900
1993-03-12,24.799264935594586,24.816415187970513,24.593461907083427,24.747814178466797,643600
1993-03-15,24.730670184431403,24.86787223815918,24.730670184431403,24.86787223815918,310800
1993-03-16,24.86787223815918,24.936473265023064,24.86787223815918,24.86787223815918,30800
1993-03-17,24.83357568088296,24.83357568088296,24.67922334584985,24.713523864746094,21800
1993-03-18,24.816421468011264,24.97077377845501,24.816421468011264,24.86787223815918,59300
1993-03-19,24.968074956095773,24.968074956095773,24.830224990844727,24.830224990844727,66900
1993-03-22,24.58899150723273,24.744072743087735,24.571760258804396,24.692378997802734,183400
1993-03-23,24.76131275171689,24.778544006241397,24.70961898814337,24.744081497192383,55200
1993-03-24,24.70961898814337,24.847469024339425,24.58900020647182,24.744081497192383,37200
1993-03-25,24.76131415581621,24.95085796633394,24.726851644812985,24.8991641998291,110100
1993-03-26,24.88193318175208,24.89916443741811,24.74408313642381,24.761314392089844,101500
1993-03-29,24.778542143887144,24.985317182640028,24.778542143887144,24.86469841003418,87100
1993-03-30,24.899161759951895,24.933624267578125,24.86469925232566,24.933624267578125,56000
1993-03-31,25.002545722127785,25.07147072756439,24.91638946533203,24.91638946533203,111600
1993-04-01,24.950843710439393,24.950843710439393,24.778531253875585,24.830224990844727,129500
1993-04-02,24.623455953293874,24.623455953293874,24.31329345703125,24.31329345703125,59400
1993-04-05,24.502844927509344,24.502844927509344,24.364994885723075,24.43391990661621,172200
1993-04-06,24.485612831493413,24.485612831493413,24.296069030545894,24.364994049072266,129700
1993-04-07,24.39945903237728,24.451152801513672,24.347765263240888,24.451152801513672,28000
1993-04-08,24.554531289896833,24.554531289896833,24.313293789504865,24.41668128967285,180800
1993-04-12,24.657926858093646,24.77854564775588,24.62346434676158,24.761314392089844,348500
1993-04-13,24.74407853020562,24.899159802330864,24.72684727774726,24.813003540039062,146100
1993-04-14,24.830246791388625,24.847478052173766,24.761321748248058,24.778553009033203,119600
1993-04-15,24.761321748248058,24.830246791388625,24.675165444322353,24.778553009033203,148600
1993-04-16,24.79578426981834,24.830246791388625,24.74409048746292,24.778553009033203,47900
1993-04-19,24.778545078618567,24.847470099699564,24.657926291726824,24.67515754699707,157000
1993-04-20,24.64069500304105,24.675157513534813,24.399457429584704,24.55453872680664,279500
1993-04-21,24.606225110171888,24.606225110171888,24.468375109554678,24.53730010986328,67900
1993-04-22,24.433919298869277,24.640694356405547,24.227144241333008,24.227144241333008,97700
