date,breadth,breadth_c2,breadth_c3,breadth_c4,breadth_c5
2007-07-10,45.19,70.13,75.84,77.92,81.56
2007-07-11,52.73,54.55,70.65,75.84,77.92
2007-07-12,76.1,77.14,77.66,84.68,86.75
2007-07-13,80.52,83.12,83.9,84.42,88.57
2007-07-16,76.62,83.64,85.19,85.71,86.23
2007-07-17,72.73,80.26,85.45,87.01,87.01
2007-07-18,67.53,76.36,82.08,86.49,87.79
2007-07-19,70.65,74.81,80.0,83.64,87.79
2007-07-20,53.51,71.69,75.58,80.52,84.16
2007-07-23,53.51,58.18,72.73,76.1,81.04
2007-07-24,33.51,54.55,58.96,73.25,76.62
2007-07-25,33.51,38.96,57.14,61.56,75.32
2007-07-26,18.7,34.29,39.48,57.66,62.08
2007-07-27,11.92,19.95,34.97,40.16,58.03
2007-07-30,17.36,17.88,24.09,37.05,41.71
2007-07-31,11.92,18.65,18.65,24.87,37.31
2007-08-01,16.32,18.91,23.06,23.06,27.46
2007-08-02,24.87,26.68,28.5,30.31,30.31
2007-08-03,11.14,25.65,27.2,29.02,30.57
2007-08-06,27.98,29.02,34.97,36.53,38.34
2007-08-07,35.49,38.34,38.86,43.01,44.56
2007-08-08,48.96,52.33,54.15,54.66,57.51
2007-08-09,32.64,50.52,53.63,55.44,55.96
2007-08-10,31.87,38.86,53.11,56.22,57.77
2007-08-13,29.02,36.53,42.49,54.66,57.51
2007-08-14,17.62,30.31,37.31,42.49,54.66
2007-08-15,12.18,19.95,31.61,38.6,43.52
2007-08-16,17.36,20.98,25.91,36.01,41.45
2007-08-17,35.49,36.27,37.56,40.16,46.37
2007-08-20,39.38,44.04,44.3,45.34,46.89
2007-08-21,45.34,48.96,52.07,52.33,53.11
2007-08-22,67.36,68.91,69.69,71.76,71.76
2007-08-23,60.1,70.98,72.28,72.8,74.35
2007-08-24,72.8,74.35,77.98,79.02,79.27
2007-08-27,60.88,74.35,75.91,78.76,79.79
2007-08-28,27.2,61.66,74.87,76.42,79.02
2007-08-29,63.47,63.99,70.98,78.5,79.79
2007-08-30,55.18,67.1,67.36,72.8,80.05
2007-08-31,68.65,69.95,75.13,75.39,79.02
2007-09-04,82.12,83.16,83.42,84.97,84.97
2007-09-05,66.32,83.42,84.46,84.72,86.01
2007-09-06,75.13,76.94,84.97,86.01,86.27
2007-09-07,47.15,75.39,77.2,85.23,86.27
2007-09-10,43.78,50.0,76.68,78.5,86.01
2007-09-11,62.18,62.69,64.77,79.02,80.31
2007-09-12,58.81,67.36,67.88,69.17,81.09
2007-09-13,65.28,69.43,74.35,74.87,75.65
2007-09-14,61.4,68.91,71.76,75.91,76.42
2007-09-17,53.63,62.69,69.69,72.54,76.42
2007-09-18,85.23,85.49,86.79,87.82,88.34
2007-09-19,86.79,89.64,89.64,90.67,91.45
2007-09-20,81.61,88.08,90.67,90.67,91.71
2007-09-21,81.87,83.94,88.34,90.67,90.67
2007-09-24,76.17,84.2,85.75,89.38,91.45
2007-09-25,73.32,78.5,85.49,87.05,90.41
2007-09-26,75.91,78.5,82.12,86.53,87.82
2007-09-27,79.02,80.31,82.64,85.75,88.86
2007-09-28,75.39,81.61,82.38,84.46,87.31
2007-10-01,84.2,85.23,86.79,87.31,88.34
2007-10-02,84.46,87.82,88.6,89.9,90.41
2007-10-03,81.61,86.53,89.38,90.16,91.45
2007-10-04,79.79,83.68,87.05,89.64,90.41
2007-10-05,87.05,87.82,89.38,90.41,92.49
2007-10-08,82.9,88.6,89.38,90.93,91.97
2007-10-09,87.56,89.12,92.23,92.75,93.78
2007-10-10,83.94,89.38,90.41,93.01,93.52
2007-10-11,75.13,86.27,90.67,91.71,94.04
2007-10-12,77.2,80.05,87.05,91.45,92.23
2007-10-15,60.88,77.2,80.05,87.05,91.45
2007-10-16,49.22,63.47,78.24,81.09,87.82
2007-10-17,51.81,55.44,66.32,79.79,82.64
2007-10-18,53.37,58.81,60.62,69.95,81.09
2007-10-19,24.61,53.63,59.07,60.62,69.95
2007-10-22,29.02,32.64,55.96,60.88,62.44
2007-10-23,38.6,41.45,43.52,59.59,63.99
2007-10-24,38.34,44.56,46.11,47.15,61.92
2007-10-25,39.28,45.48,49.87,51.42,52.45
2007-10-26,46.77,50.39,54.01,58.14,59.43
2007-10-29,50.13,53.23,55.56,59.17,61.76
2007-10-30,48.58,55.04,56.59,58.91,62.27
2007-10-31,62.27,63.82,66.67,67.44,68.48
2007-11-01,32.3,62.79,64.08,66.93,67.7
2007-11-02,37.47,42.12,64.08,65.37,67.44
2007-11-05,33.33,39.79,43.67,64.6,65.63
2007-11-06,42.12,43.15,46.51,49.35,66.41
2007-11-07,26.61,42.89,43.67,47.03,49.61
2007-11-08,29.46,34.37,45.48,45.99,49.35
2007-11-09,21.96,32.3,36.69,47.03,47.55
2007-11-12,18.6,26.36,35.4,39.79,49.1
2007-11-13,38.76,39.53,42.12,47.8,51.16
2007-11-14,32.3,42.12,42.64,44.19,49.61
2007-11-15,26.29,35.82,43.81,44.33,45.88
2007-11-16,29.12,33.51,38.92,46.39,46.91
2007-11-19,18.81,30.15,34.02,39.43,46.91
2007-11-20,22.16,24.48,33.25,36.6,41.49
2007-11-21,14.95,23.71,25.52,33.76,37.11
2007-11-23,22.94,23.71,27.06,28.35,35.31
2007-11-26,13.92,23.71,24.23,27.58,28.87
2007-11-27,23.2,23.45,30.15,30.67,33.76
2007-11-28,59.28,59.54,59.54,60.82,61.08
2007-11-29,57.22,63.92,63.92,63.92,64.95
2007-11-30,67.78,70.62,73.45,73.45,73.45
2007-12-03,63.14,71.39,73.97,76.55,76.55
2007-12-04,56.44,66.49,72.42,75.0,77.32
2007-12-05,76.55,79.12,82.22,84.54,86.08
2007-12-06,88.4,90.21,90.98,91.49,92.01
2007-12-07,86.86,91.49,92.01,92.53,93.04
2007-12-10,90.46,92.53,94.07,94.59,95.1
2007-12-11,64.18,90.98,92.53,94.07,94.59
2007-12-12,66.75,72.42,91.75,93.3,94.85
2007-12-13,67.27,71.13,75.52,92.53,94.07
2007-12-14,51.55,68.3,71.91,76.03,92.53
2007-12-17,32.47,51.8,68.3,71.91,76.03
2007-12-18,41.24,43.3,55.93,69.59,72.68
2007-12-19,38.14,45.36,46.65,57.99,70.1
2007-12-20,42.53,45.88,50.26,51.29,60.82
2007-12-21,60.05,60.57,61.6,62.63,63.66
2007-12-24,68.81,70.36,70.88,71.65,72.68
2007-12-26,63.66,71.65,72.94,73.45,74.23
2007-12-27,44.07,63.92,71.91,73.2,73.71
2007-12-28,45.36,49.74,65.21,72.68,73.97
2007-12-31,38.4,48.45,51.03,65.46,72.94
2008-01-02,20.31,39.33,48.84,51.41,65.55
2008-01-03,18.51,24.16,40.1,49.61,52.19
2008-01-04,8.74,19.79,25.19,40.62,49.87
2008-01-07,14.91,16.71,24.68,29.82,44.73
2008-01-08,13.11,17.99,19.54,26.99,32.13
2008-01-09,19.54,20.57,23.14,24.42,31.36
2008-01-10,25.19,26.48,26.99,28.53,29.31
2008-01-11,20.57,27.51,28.28,28.79,30.33
2008-01-14,25.71,27.76,31.62,32.13,32.65
2008-01-15,15.17,26.22,28.02,31.88,32.39
2008-01-16,18.25,22.37,29.82,31.11,34.7
2008-01-17,9.0,18.51,22.37,29.82,31.11
2008-01-18,8.23,11.31,20.57,24.42,31.88
2008-01-22,9.0,11.83,14.4,23.14,26.99
2008-01-23,24.42,25.19,26.74,29.31,36.5
2008-01-24,29.56,32.65,32.9,34.19,36.5
2008-01-25,26.48,32.65,34.7,34.96,35.99
2008-01-28,37.02,37.79,40.1,40.87,41.13
2008-01-29,44.47,46.79,47.04,48.33,49.1
2008-01-30,42.16,48.84,50.64,50.9,52.19
2008-01-31,53.73,55.01,58.61,59.9,60.15
2008-02-01,68.89,70.44,70.95,71.72,72.24
2008-02-04,68.12,72.75,74.29,74.81,75.58
2008-02-05,43.7,68.38,72.75,74.29,74.81
2008-02-06,36.5,46.27,68.89,73.01,74.55
2008-02-07,46.27,49.1,54.24,71.21,74.81
2008-02-08,42.42,51.16,53.73,57.58,72.24
2008-02-11,45.76,51.16,57.58,59.64,62.72
2008-02-12,58.35,60.93,62.72,66.84,68.38
2008-02-13,70.44,72.49,74.81,75.58,78.15
2008-02-14,53.47,70.95,73.01,75.06,75.84
2008-02-15,53.21,58.61,73.01,75.06,77.12
2008-02-19,47.81,57.07,61.18,74.04,76.09
2008-02-20,53.21,56.81,61.95,64.52,75.06
2008-02-21,41.39,54.5,57.84,62.98,64.78
2008-02-22,48.07,50.64,58.61,61.18,65.55
2008-02-25,63.24,64.52,64.78,68.89,70.18
2008-02-26,69.41,73.26,73.78,74.04,76.35
2008-02-27,65.55,73.26,76.09,76.61,76.86
2008-02-28,52.7,68.12,75.06,77.89,78.41
2008-02-29,25.45,52.7,68.12,75.06,77.89
2008-03-03,32.39,35.48,54.76,68.89,75.06
2008-03-04,29.82,36.76,39.33,56.81,69.41
2008-03-05,37.53,39.85,43.19,45.5,59.9
2008-03-06,19.02,37.79,40.1,43.44,45.76
2008-03-07,13.88,20.57,38.3,40.62,43.96
2008-03-10,9.0,15.42,21.85,39.07,41.39
2008-03-11,31.88,31.88,33.42,37.02,47.3
2008-03-12,28.02,35.73,35.73,37.02,39.59
2008-03-13,34.96,36.25,42.42,42.42,43.7
2008-03-14,19.54,35.48,36.76,42.93,42.93
2008-03-17,17.18,23.33,36.15,37.44,43.33
2008-03-18,46.15,46.67,48.21,53.33,53.85
2008-03-19,29.92,48.08,48.34,49.87,54.73
2008-03-20,49.87,51.15,58.31,58.57,59.85
2008-03-24,67.26,69.31,69.31,72.89,73.15
2008-03-25,72.63,74.42,75.19,75.19,77.75
2008-03-26,68.03,76.47,77.49,78.26,78.26
2008-03-27,61.64,71.1,78.01,78.77,79.54
2008-03-28,50.38,63.94,71.87,78.52,79.28
2008-03-31,59.85,62.92,69.05,74.42,79.8
2008-04-01,87.47,88.49,89.26,89.77,90.28
2008-04-02,88.75,90.79,91.05,91.82,92.07
2008-04-03,88.75,91.82,93.09,93.09,93.61
2008-04-04,87.98,92.07,93.86,94.37,94.37
2008-04-07,86.7,91.56,93.86,95.14,95.4
2008-04-08,82.61,89.0,93.09,94.88,95.91
2008-04-09,70.08,86.7,91.56,94.12,95.65
2008-04-10,75.7,79.8,88.49,92.84,95.4
2008-04-11,49.62,76.73,79.8,88.49,92.84
2008-04-14,43.99,52.94,76.98,80.05,88.49
2008-04-15,47.31,51.92,57.03,78.01,81.07
2008-04-16,70.08,71.1,72.12,74.42,84.14
2008-04-17,68.03,73.66,74.17,75.19,76.98
2008-04-18,78.52,80.56,82.61,82.86,83.89
2008-04-21,72.89,80.82,82.35,83.89,84.14
2008-04-22,59.59,73.91,81.84,83.38,84.91
2008-04-23,66.58,69.39,77.3,83.93,85.2
2008-04-24,73.21,76.02,77.04,81.63,86.22
2008-04-25,75.26,78.32,79.59,80.36,84.44
2008-04-28,75.51,79.34,80.87,82.14,82.91
2008-04-29,73.72,80.1,82.65,83.93,84.69
2008-04-30,65.31,77.3,82.4,84.44,85.46
2008-05-01,79.08,83.42,85.2,88.52,89.54
2008-05-02,77.3,81.89,84.95,86.73,90.05
2008-05-05,77.04,82.4,85.71,87.24,88.78
2008-05-06,79.34,82.4,85.2,87.76,89.03
2008-05-07,62.85,80.41,82.7,85.5,88.04
2008-05-08,61.58,67.94,81.17,83.46,85.75
2008-05-09,54.96,64.12,69.72,81.68,83.72
2008-05-12,71.76,73.03,74.55,76.59,84.48
2008-05-13,64.63,74.3,75.06,76.08,77.86
2008-05-14,71.76,75.06,79.13,79.64,80.66
2008-05-15,79.13,81.68,82.44,84.48,84.99
2008-05-16,74.55,82.44,83.72,84.48,86.01
2008-05-19,71.5,78.12,84.73,86.01,86.51
2008-05-20,60.56,74.3,79.64,86.26,87.28
2008-05-21,40.71,61.58,75.06,79.9,86.51
2008-05-22,44.27,48.35,63.87,76.59,80.92
2008-05-23,30.53,45.04,48.85,64.12,76.84
2008-05-27,41.48,43.51,50.38,54.2,67.18
2008-05-28,47.07,51.15,51.4,57.0,59.8
2008-05-29,56.74,60.81,62.34,62.6,66.67
2008-05-30,59.54,64.12,67.18,68.7,68.7
2008-06-02,44.53,60.31,64.63,67.68,69.21
2008-06-03,43.26,50.13,63.1,66.16,68.96
2008-06-04,49.11,52.67,57.76,66.67,69.47
2008-06-05,65.9,66.41,67.68,70.23,75.32
2008-06-06,33.08,65.9,66.41,67.68,70.23
2008-06-09,31.81,37.91,67.18,67.68,68.96
2008-06-10,30.03,37.66,43.26,68.19,68.45
2008-06-11,15.27,30.28,37.66,43.26,68.19
2008-06-12,21.12,23.66,33.84,40.46,45.55
2008-06-13,38.68,38.93,39.95,45.04,49.87
2008-06-16,39.69,45.04,45.29,45.8,49.87
2008-06-17,34.26,43.4,48.22,48.48,48.98
2008-06-18,29.44,36.8,44.92,49.49,49.75
2008-06-19,39.09,40.86,44.42,50.0,54.31
2008-06-20,24.11,39.59,41.12,44.67,50.25
2008-06-23,20.3,26.65,40.1,41.62,44.92
2008-06-24,15.48,22.34,28.17,41.62,43.15
2008-06-25,22.84,24.11,27.66,32.74,44.16
2008-06-26,8.12,23.1,24.11,27.66,32.74
2008-06-27,11.17,12.94,24.37,25.13,28.17
2008-06-30,12.94,15.48,16.5,26.14,26.9
2008-07-01,15.23,16.75,18.27,19.04,27.66
2008-07-02,10.41,16.24,17.51,19.04,19.54
2008-07-03,10.41,12.44,17.26,18.53,20.05
2008-07-07,8.63,12.18,13.96,18.78,20.05
2008-07-08,25.38,25.63,28.43,29.7,33.5
2008-07-09,16.75,28.17,28.17,30.2,31.47
2008-07-10,20.05,22.08,29.95,29.95,31.47
2008-07-11,14.97,21.83,23.6,30.71,30.71
2008-07-14,13.71,19.04,24.87,26.4,32.99
2008-07-15,15.23,17.77,22.08,27.16,28.68
2008-07-16,35.79,37.06,37.82,40.1,43.4
2008-07-17,51.52,54.82,55.84,56.35,58.63
2008-07-18,50.0,56.09,59.14,60.15,60.66
2008-07-21,48.73,56.6,60.66,62.94,63.96
2008-07-22,65.99,69.54,72.08,73.86,75.38
2008-07-23,69.8,73.6,75.89,77.41,78.68
2008-07-24,54.82,72.34,74.87,77.16,78.68
2008-07-25,56.85,61.93,74.37,76.9,79.19
2008-07-28,42.89,57.61,62.18,74.37,76.9
2008-07-29,64.47,65.23,67.01,69.04,76.4
2008-07-30,69.8,73.1,73.6,74.62,75.63
2008-07-31,62.44,72.08,75.13,75.63,76.65
2008-08-01,60.15,65.74,73.35,76.4,76.9
2008-08-04,55.33,62.94,67.51,74.62,77.66
2008-08-05,70.56,71.07,74.11,76.14,80.2
2008-08-06,72.34,75.63,76.14,78.17,79.7
2008-08-07,63.71,73.6,76.65,77.16,79.19
2008-08-08,76.65,76.9,79.44,80.96,81.47
2008-08-11,80.96,81.98,82.23,83.76,84.52
2008-08-12,75.89,81.22,81.98,82.23,83.76
2008-08-13,71.07,79.7,83.76,84.52,84.77
2008-08-14,75.13,77.92,81.47,84.26,84.77
2008-08-15,77.66,79.44,80.96,83.5,85.79
2008-08-18,63.96,77.66,79.44,80.96,83.5
2008-08-19,50.76,65.99,79.19,80.2,81.73
2008-08-20,52.03,57.36,70.56,81.47,82.49
2008-08-21,49.24,57.11,61.93,73.6,84.01
2008-08-22,70.3,71.83,72.34,74.11,79.7
2008-08-25,36.29,71.07,71.83,72.34,74.11
2008-08-26,40.86,44.16,72.34,72.59,73.1
2008-08-27,54.06,55.84,57.87,75.63,75.89
2008-08-28,70.81,72.59,73.35,74.37,82.49
2008-08-29,55.58,73.1,74.11,74.87,75.89
2008-09-02,53.3,64.97,76.4,77.41,78.17
2008-09-03,51.02,59.64,69.54,78.17,79.19
2008-09-04,24.62,51.27,59.9,69.8,78.17
2008-09-05,27.66,32.23,53.05,60.91,70.3
2008-09-08,49.24,50.76,51.78,60.15,66.5
2008-09-09,33.25,50.0,51.52,52.28,60.66
2008-09-10,34.26,38.07,51.02,52.28,53.05
2008-09-11,43.91,45.18,46.95,55.84,56.85
2008-09-12,45.69,51.27,52.03,53.05,59.39
2008-09-15,23.35,46.7,52.03,52.79,53.55
2008-09-16,35.79,37.82,51.52,55.58,56.09
2008-09-17,14.21,36.29,38.32,52.03,56.09
2008-09-18,36.55,37.31,44.67,46.19,57.61
2008-09-19,52.79,55.58,55.84,59.9,60.91
2008-09-22,26.65,52.79,55.58,55.84,59.9
2008-09-23,21.32,28.68,53.3,56.09,56.35
2008-09-24,19.54,24.37,30.46,53.55,56.35
2008-09-25,29.44,30.2,32.49,36.8,56.09
2008-09-26,35.53,38.58,38.83,41.12,44.16
2008-09-29,6.09,35.79,38.83,39.09,41.37
2008-09-30,18.78,19.29,38.32,40.86,41.12
2008-10-01,20.05,25.13,25.13,40.36,42.89
2008-10-02,11.42,20.81,25.63,25.63,40.61
2008-10-03,6.35,11.93,21.32,26.14,26.14
2008-10-06,3.3,6.85,12.18,21.32,26.14
2008-10-07,1.02,3.55,7.11,12.44,21.57
2008-10-08,0.76,1.27,3.81,7.36,12.69
2008-10-09,0.0,0.76,1.27,3.81,7.36
2008-10-10,0.76,0.76,1.27,1.78,4.31
2008-10-13,3.3,3.81,3.81,4.06,4.57
2008-10-14,3.3,5.08,5.58,5.58,5.84
2008-10-15,0.0,3.3,5.08,5.58,5.58
2008-10-16,2.28,2.28,4.82,6.6,7.11
2008-10-17,2.28,3.55,3.55,5.58,7.11
2008-10-20,11.42,11.42,11.93,11.93,13.45
2008-10-21,6.35,12.18,12.18,12.69,12.69
2008-10-22,3.05,6.35,12.18,12.18,12.69
2008-10-23,4.57,5.58,8.12,13.71,13.71
2008-10-24,3.81,5.58,6.6,8.88,14.47
2008-10-27,2.54,5.08,6.6,7.36,9.64
2008-10-28,24.62,24.62,24.87,25.38,26.14
2008-10-29,22.59,29.19,29.19,29.44,29.44
2008-10-30,46.45,47.21,48.98,48.98,48.98
2008-10-31,65.74,66.5,66.75,67.01,67.01
2008-11-03,67.51,72.08,72.34,72.59,72.84
2008-11-04,81.47,83.25,84.52,84.77,85.03
2008-11-05,58.63,82.23,84.01,85.28,85.53
2008-11-06,22.59,58.88,82.23,84.01,85.28
2008-11-07,40.36,41.12,61.68,82.74,84.26
2008-11-10,31.73,43.4,44.16,62.69,82.99
2008-11-11,25.89,34.01,44.16,44.92,63.2
2008-11-12,9.39,25.89,34.01,44.16,44.92
2008-11-13,37.56,37.56,39.59,44.42,51.27
2008-11-14,21.32,37.82,37.82,39.85,44.67
2008-11-17,16.24,22.59,37.82,37.82,39.85
2008-11-18,19.29,20.56,24.87,38.83,38.83
2008-11-19,5.84,19.29,20.56,24.87,38.83
2008-11-20,0.76,5.84,19.29,20.56,24.87
2008-11-21,7.87,7.87,9.39,20.3,21.57
2008-11-24,22.34,22.59,22.59,23.35,29.44
2008-11-25,26.9,30.71,30.96,30.96,31.47
2008-11-26,49.24,49.49,50.51,50.51,50.51
2008-11-28,57.87,60.41,60.66,60.91,60.91
2008-12-01,10.41,57.87,60.41,60.66,60.91
2008-12-02,30.46,31.73,58.88,60.91,61.17
2008-12-03,53.3,54.31,54.57,65.48,66.24
2008-12-04,37.31,56.85,57.61,57.87,67.51
2008-12-05,66.75,66.75,71.32,72.08,72.34
2008-12-08,82.99,84.52,84.52,86.04,86.55
2008-12-09,75.89,85.03,86.29,86.29,87.56
2008-12-10,80.71,83.25,88.83,90.1,90.1
2008-12-11,64.21,82.23,84.77,89.85,91.12
2008-12-12,73.35,76.4,84.77,87.31,91.88
2008-12-15,63.2,75.63,78.43,86.29,88.32
2008-12-16,85.28,86.29,87.06,88.32,91.37
2008-12-17,82.23,88.58,88.83,89.59,90.61
2008-12-18,74.87,84.26,89.09,89.34,90.1
2008-12-19,70.05,76.9,85.53,90.1,90.36
2008-12-22,58.88,71.83,77.92,86.29,90.36
2008-12-23,51.27,59.9,72.08,78.17,86.29
2008-12-24,51.02,54.82,61.17,72.59,78.68
2008-12-26,58.63,59.64,60.41,64.21,73.35
2008-12-29,50.51,60.41,61.42,62.18,65.99
2008-12-30,68.27,69.29,72.34,72.84,73.35
2008-12-31,82.23,83.5,83.76,85.03,85.03
2009-01-02,90.61,92.89,93.15,93.15,93.4
2009-01-05,88.07,93.65,95.18,95.43,95.43
2009-01-06,88.32,92.39,95.69,96.45,96.7
2009-01-07,76.14,88.58,92.39,95.69,96.45
2009-01-08,74.62,79.19,88.83,92.39,95.69
2009-01-09,56.35,75.13,79.7,89.09,92.39
2009-01-12,36.8,58.12,75.63,80.2,89.59
2009-01-13,35.53,43.4,60.91,76.9,81.22
2009-01-14,17.51,36.04,43.91,61.17,77.16
2009-01-15,25.63,26.9,38.83,45.94,62.69
2009-01-16,35.28,36.8,37.56,44.92,49.75
2009-01-20,11.93,35.53,37.06,37.82,45.18
2009-01-21,26.9,27.41,37.82,39.34,39.59
2009-01-22,22.08,29.19,29.44,38.83,40.1
2009-01-23,24.11,28.93,33.76,34.01,41.12
2009-01-26,32.49,33.5,36.55,40.1,40.36
2009-01-27,37.82,40.36,40.86,42.13,44.67
2009-01-28,60.91,62.44,63.2,63.45,64.21
2009-01-29,37.06,63.2,63.96,64.47,64.72
2009-01-30,24.62,37.82,63.71,64.47,64.97
2009-02-02,28.68,31.73,40.61,64.47,65.23
2009-02-03,40.61,41.62,42.89,47.46,67.51
2009-02-04,44.67,48.48,48.48,49.75,52.79
2009-02-05,57.36,57.87,59.64,59.64,60.41
2009-02-06,70.81,72.08,72.08,73.1,73.1
2009-02-09,72.34,75.38,76.14,76.14,77.16
2009-02-10,40.36,72.34,75.38,76.14,76.14
2009-02-11,45.94,49.49,73.6,76.14,76.65
2009-02-12,46.95,51.78,54.82,75.38,77.66
2009-02-13,42.89,49.24,53.05,56.09,75.63
2009-02-17,19.8,43.4,49.49,53.3,56.35
2009-02-18,16.5,21.83,43.91,50.0,53.81
2009-02-19,14.97,20.56,24.62,44.92,50.51
2009-02-20,12.69,16.5,21.32,25.13,45.43
2009-02-23,6.6,12.94,16.5,21.32,25.13
2009-02-24,15.23,15.74,17.77,20.05,24.62
2009-02-25,11.68,17.51,17.77,19.54,21.83
2009-02-26,11.93,14.97,20.81,21.07,22.84
2009-02-27,12.18,14.72,17.01,22.84,22.84
2009-03-02,4.06,12.18,14.72,17.01,22.84
2009-03-03,3.81,5.08,12.44,14.97,17.26
2009-03-04,9.39,9.39,10.41,14.97,17.26
2009-03-05,5.08,9.9,9.9,10.91,15.23
2009-03-06,7.11,8.12,11.17,11.17,12.18
2009-03-09,6.85,8.12,9.14,11.93,11.93
2009-03-10,24.62,24.62,25.13,25.13,26.4
2009-03-11,30.46,33.25,33.25,33.76,33.76
2009-03-12,53.3,53.3,53.81,53.81,54.06
2009-03-13,60.41,61.93,61.93,62.18,62.18
2009-03-16,64.97,70.3,71.57,71.57,71.83
2009-03-17,81.22,81.98,82.49,82.99,82.99
2009-03-18,89.09,90.36,90.36,90.61,90.61
2009-03-19,86.55,90.36,91.62,91.62,91.62
2009-03-20,77.41,87.82,90.86,91.88,91.88
2009-03-23,95.43,95.43,95.69,95.94,96.19
2009-03-24,92.13,95.69,95.69,95.94,96.19
2009-03-25,93.4,94.16,96.7,96.7,96.95
2009-03-26,96.7,96.7,97.21,98.22,98.22
2009-03-27,93.91,97.21,97.21,97.72,98.73
2009-03-30,81.98,94.16,97.46,97.46,97.97
2009-03-31,87.06,89.59,95.43,97.72,97.72
2009-04-01,87.82,91.12,92.13,95.69,97.72
2009-04-02,94.16,95.69,96.7,97.21,97.97
2009-04-03,94.67,95.94,97.21,98.22,98.73
2009-04-06,91.12,95.69,96.19,97.21,98.22
2009-04-07,77.41,91.88,96.19,96.7,97.46
2009-04-08,82.74,84.26,92.89,96.19,96.7
2009-04-09,91.88,93.65,94.16,96.19,96.95
2009-04-13,87.06,92.39,93.91,94.42,96.19
2009-04-14,77.92,87.31,92.64,94.16,94.67
2009-04-15,81.47,84.26,89.85,93.91,95.43
2009-04-16,87.56,88.83,89.85,92.64,95.69
2009-04-17,87.56,89.59,90.86,91.62,93.65
2009-04-20,62.44,88.07,89.59,90.86,91.62
2009-04-21,75.38,77.92,88.32,89.85,90.86
2009-04-22,70.56,79.7,81.47,89.09,90.61
2009-04-23,70.81,75.13,81.47,83.25,89.34
2009-04-24,73.6,76.14,78.93,84.26,86.04
2009-04-27,71.07,78.43,79.95,81.98,86.04
2009-04-28,69.54,75.13,81.98,83.25,84.77
2009-04-29,80.2,82.23,83.76,86.8,87.82
2009-04-30,75.13,84.52,86.04,87.06,89.59
2009-05-01,74.37,80.96,87.31,88.32,88.83
2009-05-04,87.06,88.32,89.59,92.39,92.89
2009-05-05,84.77,89.59,90.86,92.13,94.67
2009-05-06,84.01,89.09,91.62,92.89,93.91
2009-05-07,69.54,85.79,89.85,92.13,93.4
2009-05-08,80.96,82.99,89.85,92.39,93.91
2009-05-11,69.04,81.73,83.5,90.36,92.64
2009-05-12,64.47,72.34,83.76,85.53,91.62
2009-05-13,39.85,64.72,72.59,84.01,85.79
2009-05-14,47.97,50.0,67.01,74.11,85.03
2009-05-15,39.09,49.24,51.27,67.51,74.37
2009-05-18,65.23,66.24,69.29,70.05,76.14
2009-05-19,61.42,72.08,72.59,73.86,74.62
2009-05-20,52.54,63.45,73.35,73.86,75.13
2009-05-21,36.04,54.31,64.47,73.86,74.37
2009-05-22,35.53,41.12,56.09,65.99,74.62
2009-05-26,64.21,64.97,65.99,71.07,75.89
2009-05-27,42.64,64.72,65.23,66.24,71.32
2009-05-28,54.06,55.84,68.02,68.53,69.54
2009-05-29,65.74,66.75,68.02,75.13,75.38
2009-06-01,86.04,86.55,86.55,86.55,88.58
2009-06-02,87.82,90.86,91.37,91.37,91.37
2009-06-03,81.22,88.83,91.88,92.39,92.39
2009-06-04,85.79,87.82,92.39,94.42,94.92
2009-06-05,81.73,87.06,88.83,92.89,94.67
2009-06-08,79.44,86.04,89.34,90.61,94.42
2009-06-09,81.98,85.53,89.59,91.12,92.39
2009-06-10,76.9,84.26,87.06,90.86,92.13
2009-06-11,75.38,82.23,86.55,89.09,92.39
2009-06-12,75.38,80.46,84.26,88.07,90.36
2009-06-15,47.97,75.89,80.71,84.52,88.32
2009-06-16,35.79,50.0,76.65,81.47,85.28
2009-06-17,34.77,42.39,52.79,77.41,82.23
2009-06-18,40.36,43.65,48.73,57.36,79.44
2009-06-19,43.65,47.72,49.24,52.54,59.64
2009-06-22,21.32,44.16,47.97,49.24,52.54
2009-06-23,19.29,23.86,44.67,48.48,49.75
2009-06-24,24.62,25.38,27.92,46.45,50.0
2009-06-25,44.92,45.69,45.94,46.45,55.58
2009-06-26,44.67,50.51,50.76,51.02,51.52
2009-06-29,52.03,54.31,57.11,57.36,57.61
2009-06-30,46.45,56.09,57.61,60.15,60.41
2009-07-01,56.09,58.88,64.47,65.74,67.26
2009-07-02,29.7,56.35,58.88,64.47,65.74
2009-07-06,32.74,37.31,57.61,60.15,65.48
2009-07-07,19.54,34.26,38.32,57.87,60.41
2009-07-08,20.05,23.6,36.04,39.59,58.88
2009-07-09,19.04,23.6,25.89,36.8,40.1
2009-07-10,21.83,25.63,28.43,30.2,40.1
2009-07-13,44.92,45.94,46.45,48.22,49.49
2009-07-14,54.57,57.87,58.12,58.38,59.9
2009-07-15,82.74,84.01,84.77,85.03,85.28
2009-07-16,88.32,89.85,90.86,91.62,91.88
2009-07-17,84.01,90.86,91.62,92.13,92.89
2009-07-20,86.29,88.83,92.64,93.4,93.91
2009-07-21,86.04,89.85,91.37,94.16,94.67
2009-07-22,84.01,87.82,90.1,91.62,94.42
2009-07-23,90.86,92.13,93.4,94.92,95.69
2009-07-24,91.37,94.16,94.67,95.18,96.19
2009-07-27,91.37,93.4,94.92,95.43,95.94
