date,breadth,breadth_c2,breadth_c3,breadth_c4,breadth_c5
1993-02-01,71.25,75.0,100.0,100.0,100.0
1993-02-02,74.17,78.75,80.83,100.0,100.0
1993-02-03,75.83,81.67,83.33,84.17,100.0
1993-02-04,77.08,80.83,84.58,86.25,87.08
1993-02-05,72.5,79.58,82.5,85.0,86.67
1993-02-08,68.75,76.67,82.08,84.17,86.25
1993-02-09,67.08,71.67,77.5,82.5,84.58
1993-02-10,65.42,71.67,75.0,79.58,84.17
1993-02-11,66.25,71.25,74.17,76.67,80.83
1993-02-12,62.5,70.0,74.17,76.25,78.75
1993-02-16,35.0,64.17,70.42,74.17,76.25
1993-02-17,32.5,40.83,66.25,72.5,75.42
1993-02-18,31.25,37.5,43.75,67.08,72.92
1993-02-19,39.17,42.08,45.42,49.58,70.42
1993-02-22,37.92,43.33,45.0,48.33,52.5
1993-02-23,37.34,42.74,46.89,48.55,51.45
1993-02-24,45.23,49.38,50.21,52.7,53.53
1993-02-25,50.21,53.53,56.43,57.26,58.92
1993-02-26,51.87,59.75,61.41,63.49,64.32
1993-03-01,48.96,57.68,63.07,64.32,66.39
1993-03-02,61.41,64.73,66.8,69.71,70.12
1993-03-03,70.12,73.03,73.44,74.69,77.59
1993-03-04,65.56,74.69,76.35,76.76,77.59
1993-03-05,65.98,73.03,78.01,79.25,79.67
1993-03-08,78.42,81.33,83.82,86.72,87.97
1993-03-09,78.84,84.23,84.65,85.89,88.38
1993-03-10,81.74,87.14,88.8,89.21,90.46
1993-03-11,75.93,84.65,87.97,89.63,90.04
1993-03-12,67.36,79.34,86.36,89.26,90.91
1993-03-15,70.66,77.27,84.3,89.67,91.74
1993-03-16,69.83,77.69,80.17,86.78,90.91
1993-03-17,62.4,73.97,80.58,82.64,88.43
1993-03-18,68.18,71.07,78.51,82.64,84.71
1993-03-19,59.67,72.43,74.07,79.84,83.54
1993-03-22,53.91,63.37,74.07,75.72,80.25
1993-03-23,51.03,60.91,67.08,76.13,77.78
1993-03-24,53.5,58.02,64.61,69.14,77.78
1993-03-25,61.07,64.75,67.62,72.95,76.64
1993-03-26,57.38,65.98,67.62,70.08,75.0
1993-03-29,57.79,64.75,69.67,70.9,72.54
1993-03-30,57.79,65.16,69.67,73.36,74.59
1993-03-31,61.48,69.26,72.13,75.0,78.28
1993-04-01,58.61,68.03,72.54,75.0,77.46
1993-04-02,34.43,61.07,69.26,73.36,75.82
1993-04-05,37.3,42.21,63.11,70.49,74.59
1993-04-06,36.89,43.85,46.72,65.16,72.13
1993-04-07,43.03,46.31,50.0,52.05,66.8
1993-04-08,41.8,48.36,50.41,53.69,55.74
1993-04-12,52.05,55.33,59.43,60.66,63.52
1993-04-13,59.02,63.11,64.34,66.39,67.62
1993-04-14,55.33,63.52,65.98,66.8,68.85
1993-04-15,55.74,63.52,68.85,70.9,71.31
1993-04-16,59.43,63.52,66.8,70.08,72.13
1993-04-19,52.87,63.11,65.57,68.85,71.72
1993-04-20,46.72,57.79,65.16,67.62,70.49
1993-04-21,43.44,52.46,60.25,66.39,68.03
1993-04-22,37.3,49.59,56.56,63.11,68.44
1993-04-23,32.65,43.27,53.06,59.18,65.31
1993-04-26,29.39,38.37,44.9,54.69,60.41
1993-04-27,32.65,38.37,44.49,49.39,57.96
1993-04-28,38.62,42.28,45.12,49.59,53.66
1993-04-29,42.68,47.15,48.78,50.81,54.88
1993-04-30,46.34,53.25,54.47,55.69,57.32
1993-05-03,53.85,59.92,62.75,63.16,64.37
1993-05-04,59.11,65.59,67.61,69.23,69.64
1993-05-05,64.78,70.85,71.66,72.87,74.49
1993-05-06,57.89,69.23,72.06,72.87,74.09
1993-05-07,58.7,65.18,71.66,73.68,74.49
1993-05-10,55.87,64.78,68.83,74.9,76.52
1993-05-11,59.11,65.99,70.85,74.09,78.14
1993-05-12,58.3,65.18,70.45,74.09,76.11
1993-05-13,49.39,62.35,67.21,71.26,74.49
1993-05-14,51.42,58.7,66.4,70.04,73.68
1993-05-17,53.04,59.11,62.75,69.23,72.87
1993-05-18,48.18,59.51,62.35,65.18,70.85
1993-05-19,60.73,65.59,70.85,72.06,73.68
1993-05-20,63.16,68.02,70.45,74.09,75.3
1993-05-21,58.7,68.02,70.04,72.06,75.71
1993-05-24,59.11,65.18,70.45,71.66,73.28
1993-05-25,58.7,64.78,67.61,71.66,72.87
1993-05-26,68.02,71.66,74.49,76.52,79.35
1993-05-27,65.18,73.68,76.11,78.54,80.16
1993-05-28,63.16,72.47,77.33,78.95,80.57
1993-06-01,70.45,76.92,80.57,83.4,84.62
1993-06-02,69.64,75.71,79.76,83.0,85.43
1993-06-03,68.15,76.61,80.65,83.06,86.29
1993-06-04,55.65,70.97,77.82,81.45,83.87
1993-06-07,52.42,62.5,73.39,79.44,82.66
1993-06-08,43.95,56.05,64.52,74.19,80.24
1993-06-09,45.97,51.61,60.08,66.94,75.0
1993-06-10,43.15,51.61,55.24,62.5,68.55
1993-06-11,48.79,55.65,60.89,63.71,69.76
1993-06-14,52.02,61.29,66.13,69.35,71.37
1993-06-15,54.84,62.1,67.34,70.97,72.98
1993-06-16,52.42,61.69,66.53,70.56,74.19
1993-06-17,54.44,60.48,65.73,68.95,72.98
1993-06-18,44.76,56.85,61.69,66.13,69.35
1993-06-21,44.35,51.61,59.68,63.31,67.74
1993-06-22,45.16,52.82,58.47,64.52,67.74
1993-06-23,43.15,52.02,56.45,61.69,66.13
1993-06-24,50.0,53.23,58.87,61.69,66.53
1993-06-25,54.03,59.27,61.29,65.32,66.94
1993-06-28,62.9,65.73,68.15,69.76,71.37
1993-06-29,63.71,70.97,72.58,73.39,74.6
1993-06-30,67.34,71.37,75.4,76.61,77.42
1993-07-01,65.73,70.56,74.19,77.42,78.63
1993-07-02,63.31,68.15,72.58,75.4,78.63
1993-07-06,55.65,66.13,70.16,73.79,76.61
1993-07-07,54.44,59.68,66.94,70.16,73.79
1993-07-08,62.9,66.53,68.55,72.98,75.0
1993-07-09,60.89,67.74,70.97,71.77,76.21
1993-07-12,62.9,66.94,70.97,73.79,74.6
1993-07-13,62.1,68.95,71.37,74.6,77.02
1993-07-14,65.32,70.97,74.19,76.21,79.03
1993-07-15,62.1,70.56,75.0,77.82,79.84
1993-07-16,53.23,65.73,72.98,77.42,80.24
1993-07-19,50.81,58.87,68.55,75.0,79.03
1993-07-20,50.81,58.87,64.11,70.97,77.02
1993-07-21,55.24,61.29,66.94,70.56,76.21
1993-07-22,46.59,60.24,64.26,68.27,71.49
1993-07-23,54.62,58.63,66.67,70.28,73.09
1993-07-26,60.24,64.26,66.27,71.89,75.1
1993-07-27,57.43,65.46,67.47,69.48,74.3
1993-07-28,56.63,65.06,69.08,69.88,71.89
1993-07-29,62.65,67.07,71.49,73.9,74.3
1993-07-30,56.63,67.07,70.28,74.3,76.31
1993-08-02,57.03,63.05,70.28,72.69,75.9
1993-08-03,61.85,65.46,69.08,75.5,77.11
1993-08-04,61.04,67.87,70.28,73.09,79.12
1993-08-05,62.25,66.67,70.68,72.69,75.1
1993-08-06,64.66,69.48,71.49,74.7,76.31
1993-08-09,69.08,73.9,75.9,77.11,79.12
1993-08-10,66.67,72.29,75.1,76.71,77.51
1993-08-11,68.67,73.9,75.9,77.51,79.12
1993-08-12,64.0,72.8,76.4,78.0,79.2
1993-08-13,67.6,73.6,76.8,79.6,80.4
1993-08-16,70.4,77.2,78.0,80.8,82.8
1993-08-17,68.4,78.4,82.4,83.2,85.6
1993-08-18,74.4,79.2,84.4,87.2,88.0
1993-08-19,70.4,79.6,82.0,86.4,88.4
1993-08-20,70.8,77.2,83.2,84.8,88.8
1993-08-23,70.8,77.2,81.6,86.8,88.0
1993-08-24,78.8,83.2,85.2,87.6,90.8
1993-08-25,77.2,84.8,87.2,88.8,90.4
1993-08-26,75.6,82.8,87.6,88.8,90.0
1993-08-27,68.4,79.6,84.4,88.0,89.2
1993-08-30,71.2,75.6,83.2,86.8,89.6
1993-08-31,75.6,79.2,81.6,86.8,89.6
1993-09-01,74.8,81.6,82.8,85.2,89.2
1993-09-02,69.2,78.8,83.6,84.4,86.4
1993-09-03,69.6,74.8,81.2,85.6,86.4
1993-09-07,57.2,73.2,77.2,82.8,86.8
1993-09-08,51.2,64.4,77.6,80.4,84.8
1993-09-09,52.4,58.4,67.2,78.8,81.6
1993-09-10,60.0,64.0,66.0,72.8,81.6
1993-09-13,60.4,65.2,68.0,69.6,75.6
1993-09-14,56.0,64.8,68.0,70.4,71.6
1993-09-15,56.8,64.4,70.0,72.0,73.6
1993-09-16,55.6,64.0,68.8,72.0,74.0
1993-09-17,51.2,60.4,65.6,70.4,73.2
1993-09-20,46.4,55.6,63.2,68.4,72.8
1993-09-21,34.8,50.0,57.6,65.2,70.4
1993-09-22,44.4,48.8,58.0,64.0,70.0
1993-09-23,47.2,54.4,58.8,65.6,70.8
1993-09-24,50.8,56.0,61.6,63.6,70.0
1993-09-27,58.4,63.2,65.2,68.0,70.0
1993-09-28,56.8,63.6,67.6,69.6,71.6
1993-09-29,53.6,62.8,68.0,71.6,73.2
1993-09-30,58.0,62.8,68.4,72.4,75.2
1993-10-01,60.4,66.0,68.0,73.2,76.8
1993-10-04,62.4,66.0,69.6,71.2,76.0
1993-10-05,58.96,67.73,69.32,72.11,73.71
1993-10-06,58.96,66.14,70.92,72.11,74.9
1993-10-07,56.57,63.35,68.53,72.51,73.31
1993-10-08,55.78,60.56,65.74,70.12,74.1
1993-10-11,56.18,62.55,65.34,70.52,74.1
1993-10-12,57.77,63.75,66.93,69.32,73.31
1993-10-13,57.37,64.14,68.13,71.31,73.31
1993-10-14,65.74,69.72,72.91,76.1,78.49
1993-10-15,67.06,72.22,74.21,76.19,78.97
1993-10-18,65.08,71.83,74.6,76.19,77.78
1993-10-19,57.14,69.44,74.6,77.38,78.97
1993-10-20,53.17,64.29,73.02,77.78,80.56
1993-10-21,51.98,60.71,68.25,74.21,78.57
1993-10-22,48.81,57.14,63.1,70.24,75.0
1993-10-25,49.21,56.75,60.71,65.87,72.62
1993-10-26,44.44,54.37,59.52,63.1,68.25
1993-10-27,50.0,53.57,58.73,62.7,65.87
1993-10-28,53.57,59.52,60.32,64.29,67.46
1993-10-29,57.71,63.64,65.22,65.61,69.57
1993-11-01,57.71,65.61,68.38,69.96,69.96
1993-11-02,52.57,63.24,67.98,70.75,72.33
1993-11-03,44.66,56.13,64.03,68.77,71.54
1993-11-04,36.22,46.85,56.69,64.57,69.29
1993-11-05,35.43,41.73,47.64,57.09,64.96
1993-11-08,39.76,45.28,47.64,52.36,60.63
1993-11-09,40.94,47.64,51.18,53.54,56.3
1993-11-10,46.85,52.76,56.69,59.84,61.81
1993-11-11,48.03,53.54,56.69,59.84,62.99
1993-11-12,50.79,55.12,58.27,61.42,63.78
1993-11-15,48.82,55.12,57.87,60.63,63.78
1993-11-16,51.18,55.51,58.66,60.24,62.99
1993-11-17,45.67,55.12,57.87,60.24,61.81
1993-11-18,39.37,51.97,59.06,61.02,63.39
1993-11-19,35.83,45.67,53.54,60.24,62.2
1993-11-22,26.77,38.58,46.06,53.54,60.24
1993-11-23,31.89,37.01,44.09,51.18,57.09
1993-11-24,39.37,43.31,46.46,51.97,57.48
1993-11-26,41.73,45.28,47.24,48.82,53.94
1993-11-29,44.09,50.79,52.76,53.94,55.51
1993-11-30,43.31,51.57,54.33,56.3,57.09
1993-12-01,52.36,57.09,60.63,61.81,63.78
1993-12-02,53.15,59.45,62.6,64.96,66.14
1993-12-03,57.48,62.2,65.35,68.11,70.47
1993-12-06,58.27,65.75,67.72,70.47,72.44
1993-12-07,59.06,64.96,69.69,71.26,73.62
1993-12-08,59.45,65.35,70.08,74.02,74.8
1993-12-09,48.43,62.2,66.93,71.26,75.2
1993-12-10,49.61,57.09,66.93,70.47,73.62
1993-12-13,50.39,57.87,62.2,68.5,71.26
1993-12-14,46.67,57.65,63.53,66.27,71.37
1993-12-15,42.35,54.12,61.57,65.88,68.24
1993-12-16,47.84,53.33,59.61,65.49,69.41
1993-12-17,58.82,61.96,63.53,68.24,73.33
1993-12-20,56.86,63.14,64.71,65.88,70.59
1993-12-21,54.9,63.92,68.24,69.41,70.2
1993-12-22,57.25,63.53,70.2,73.33,74.51
1993-12-23,58.82,64.71,68.63,74.12,76.47
1993-12-27,65.88,68.63,71.37,74.51,79.22
1993-12-28,69.02,74.12,74.9,77.65,80.0
1993-12-29,69.02,74.51,77.25,78.04,80.39
1993-12-30,70.2,75.29,79.22,80.39,80.78
1993-12-31,68.63,76.86,79.61,83.53,84.71
1994-01-03,57.25,75.69,79.61,82.35,85.49
1994-01-04,55.29,63.53,78.43,82.35,85.1
1994-01-05,56.86,66.27,71.37,83.14,85.49
1994-01-06,56.08,65.49,70.59,74.12,84.71
1994-01-07,59.61,65.1,70.59,74.51,77.65
1994-01-10,65.88,69.02,71.37,75.29,78.43
1994-01-11,64.71,70.59,72.55,74.51,78.04
1994-01-12,67.06,70.98,73.73,74.9,76.47
1994-01-13,60.39,69.02,71.76,74.51,75.29
1994-01-14,63.53,68.63,73.33,75.29,77.25
1994-01-17,60.0,67.84,71.37,75.69,77.65
1994-01-18,61.18,67.45,73.33,76.08,78.43
1994-01-19,57.65,66.27,70.2,75.69,77.65
1994-01-20,58.43,65.1,70.98,73.73,78.82
1994-01-21,56.08,64.31,68.24,72.16,74.12
1994-01-24,50.98,59.61,64.71,68.24,72.16
1994-01-25,45.88,54.9,60.78,65.88,69.41
1994-01-26,49.02,54.9,61.96,67.06,71.76
1994-01-27,61.96,64.71,67.84,72.94,76.08
1994-01-28,65.62,69.92,71.09,73.44,76.56
1994-01-31,66.8,72.66,75.0,75.78,77.34
1994-02-01,62.89,71.88,75.39,77.73,78.52
1994-02-02,67.19,72.66,78.12,80.47,82.03
1994-02-03,62.5,72.66,76.17,80.86,82.42
1994-02-04,38.28,64.06,72.66,76.17,80.86
1994-02-07,41.41,47.66,65.62,74.22,77.34
1994-02-08,44.14,51.17,54.69,69.14,76.56
1994-02-09,48.05,55.08,58.98,60.55,72.66
1994-02-10,46.48,56.64,59.77,62.5,64.06
1994-02-11,44.14,52.73,59.38,61.72,64.45
1994-02-14,46.48,52.34,57.03,62.11,64.06
1994-02-15,52.73,57.42,59.77,62.89,67.19
1994-02-16,54.3,60.16,62.89,64.84,67.58
1994-02-17,46.69,58.37,61.87,64.59,66.15
1994-02-18,42.8,51.36,59.53,63.04,65.76
1994-02-22,47.29,52.33,57.75,63.95,66.67
1994-02-23,46.9,54.65,56.59,60.47,65.89
1994-02-24,34.5,50.39,55.81,57.75,61.63
1994-02-25,35.66,42.25,52.33,57.75,59.69
1994-02-28,42.64,48.06,51.16,58.14,63.18
1994-03-01,44.19,51.16,53.49,56.59,63.18
1994-03-02,39.15,50.39,53.49,55.81,58.91
1994-03-03,41.86,47.67,55.04,57.36,59.69
1994-03-04,46.12,52.71,55.04,60.08,62.4
1994-03-07,50.0,53.88,56.98,58.91,63.95
1994-03-08,48.84,55.81,58.53,61.24,63.18
1994-03-09,49.61,55.04,58.91,61.24,63.95
1994-03-10,48.45,56.59,58.53,61.63,63.95
1994-03-11,49.03,55.98,59.46,61.39,63.71
1994-03-14,49.42,58.69,61.78,64.48,66.41
1994-03-15,48.65,57.53,63.71,66.41,68.73
1994-03-16,53.67,61.0,66.41,71.43,73.75
1994-03-17,61.92,67.31,70.38,73.08,76.15
1994-03-18,63.85,70.77,73.85,76.92,78.08
1994-03-21,58.08,67.69,72.69,75.77,78.46
1994-03-22,60.0,68.08,72.69,75.77,77.31
1994-03-23,58.46,66.92,72.31,76.15,78.08
1994-03-24,44.62,60.38,68.08,73.08,76.92
1994-03-25,40.0,49.62,62.31,69.23,73.85
1994-03-28,33.85,46.15,53.85,65.0,70.77
1994-03-29,19.23,35.0,46.15,53.85,65.0
1994-03-30,13.46,21.92,35.38,46.15,53.85
1994-03-31,10.77,15.77,22.31,35.38,46.15
1994-04-04,6.54,13.46,17.69,23.46,36.54
1994-04-05,15.77,18.08,20.77,24.23,28.08
1994-04-06,15.38,21.15,22.31,25.0,27.69
1994-04-07,26.15,29.23,30.77,31.54,33.46
1994-04-08,21.15,29.23,31.15,32.69,33.46
1994-04-11,25.77,28.46,33.85,35.38,36.92
1994-04-12,21.54,29.23,31.54,36.92,38.46
1994-04-13,20.38,24.62,31.92,34.23,38.85
1994-04-14,21.92,24.62,27.69,34.23,36.54
1994-04-15,25.0,26.54,28.46,31.15,37.69
1994-04-18,24.62,28.46,29.23,31.15,33.46
1994-04-19,26.54,31.92,34.62,35.0,36.92
1994-04-20,28.85,33.46,37.69,40.38,40.38
1994-04-21,37.31,40.0,43.08,45.77,47.69
1994-04-22,43.08,45.38,46.54,49.23,51.15
1994-04-25,51.15,53.85,55.38,56.15,58.08
1994-04-26,58.46,60.0,61.15,62.69,63.46
1994-04-28,53.85,63.46,64.62,65.38,66.54
1994-04-29,60.0,63.46,68.85,70.0,70.38
1994-05-02,62.69,68.85,71.15,75.38,76.15
1994-05-03,61.92,68.46,72.31,74.62,78.46
1994-05-04,60.77,67.31,72.31,75.77,77.69
1994-05-05,62.31,70.38,73.46,76.15,78.46
1994-05-06,49.23,66.54,73.08,75.77,78.08
1994-05-09,41.15,52.31,67.69,73.85,76.54
1994-05-10,43.46,50.0,56.15,70.0,76.15
1994-05-11,37.31,47.31,52.31,58.46,71.15
1994-05-12,40.0,46.15,51.54,55.38,61.15
1994-05-13,37.69,45.38,50.0,55.0,58.46
1994-05-16,38.08,45.77,50.77,54.23,58.85
1994-05-17,46.15,51.54,55.38,59.62,62.31
1994-05-18,60.38,63.46,64.62,66.15,70.0
1994-05-19,63.85,68.85,70.77,71.54,72.69
1994-05-20,62.31,70.38,73.08,74.23,75.0
1994-05-23,51.54,66.15,72.69,74.62,75.77
1994-05-24,55.0,61.15,69.23,73.85,75.38
1994-05-25,54.62,60.38,64.23,71.15,74.62
1994-05-26,62.69,67.69,69.23,71.92,76.92
1994-05-27,61.54,67.31,70.38,71.15,73.85
1994-05-31,62.69,70.38,71.92,74.23,74.62
1994-06-01,64.62,71.92,75.0,76.54,78.85
1994-06-02,68.08,73.46,77.69,80.0,80.77
1994-06-03,73.85,77.69,79.62,82.31,83.85
1994-06-06,73.85,81.15,83.08,84.62,86.15
1994-06-07,68.97,77.78,82.38,84.29,85.82
1994-06-08,65.52,74.33,81.23,83.91,85.44
1994-06-09,64.37,73.18,78.93,84.67,85.82
1994-06-10,65.9,72.03,76.63,81.23,86.97
1994-06-13,66.67,72.8,76.63,80.84,84.29
1994-06-14,71.26,75.86,80.08,83.14,86.97
1994-06-15,65.13,75.48,77.78,81.61,84.67
1994-06-16,65.9,72.8,78.16,79.69,83.52
1994-06-17,56.7,70.88,74.71,79.31,80.84
1994-06-20,40.61,60.54,72.8,76.25,80.84
1994-06-21,31.03,44.83,60.92,72.8,76.25
1994-06-22,33.33,38.7,49.43,62.84,73.56
1994-06-23,24.9,36.02,40.23,50.57,63.6
1994-06-24,13.41,26.05,36.02,40.23,50.57
1994-06-27,18.39,20.31,30.27,39.46,43.68
1994-06-28,22.99,26.82,28.35,36.4,44.06
1994-06-29,26.44,32.57,36.02,36.78,42.15
1994-06-30,26.44,33.72,37.55,40.61,41.38
1994-07-01,30.65,34.87,39.46,42.15,43.68
1994-07-05,32.95,38.7,41.38,45.21,47.13
1994-07-06,35.25,39.08,44.06,46.74,49.43
1994-07-07,41.76,46.36,47.89,50.96,53.26
1994-07-08,48.28,52.11,54.79,55.94,59.0
1994-07-11,43.68,52.11,55.56,58.24,59.0
1994-07-12,45.98,52.11,58.24,60.54,62.07
1994-07-13,52.87,55.17,59.39,63.6,65.52
1994-07-14,64.37,68.2,69.35,71.26,74.33
1994-07-15,69.35,73.56,75.86,76.63,77.39
1994-07-18,68.2,76.25,78.16,79.69,80.08
1994-07-19,69.35,74.71,80.08,81.61,83.14
1994-07-20,63.98,73.95,78.54,82.38,83.52
1994-07-21,59.0,68.58,75.86,79.69,83.14
1994-07-22,60.54,65.52,72.03,77.39,80.46
1994-07-25,58.24,64.75,68.2,73.95,78.93
1994-07-26,56.7,63.98,67.82,70.5,76.25
1994-07-27,50.96,60.54,66.28,70.11,72.41
1994-07-28,52.11,57.09,63.6,67.82,70.88
1994-07-29,68.2,69.73,72.41,75.1,78.54
1994-08-01,69.73,74.71,75.48,77.78,79.69
1994-08-02,67.43,75.48,78.16,78.54,80.46
1994-08-03,61.69,70.11,75.48,78.16,78.54
1994-08-04,58.62,67.82,73.95,78.54,80.08
1994-08-05,54.02,61.69,69.73,75.48,80.08
1994-08-08,60.15,62.84,66.67,73.56,77.39
1994-08-09,60.54,65.52,67.43,70.11,75.86
1994-08-10,63.98,68.2,70.5,71.65,73.95
1994-08-11,58.62,66.67,69.73,71.65,72.8
1994-08-12,64.37,68.2,71.65,73.56,74.33
1994-08-15,60.54,68.2,70.88,73.95,75.86
1994-08-16,67.43,69.73,73.95,75.86,77.78
1994-08-17,65.13,72.41,73.95,77.78,79.69
1994-08-18,57.85,68.97,74.33,75.86,79.31
1994-08-19,59.77,63.22,70.88,75.48,77.01
1994-08-22,55.94,64.75,66.67,73.56,78.16
1994-08-23,63.98,67.43,72.03,73.18,78.16
1994-08-24,69.73,75.48,77.39,79.69,80.08
1994-08-25,65.9,76.25,78.93,80.84,82.38
1994-08-26,77.39,79.69,83.14,85.06,85.82
1994-08-29,80.46,85.06,85.44,87.36,88.12
1994-08-30,82.38,88.12,89.27,89.27,90.04
1994-08-31,77.78,84.67,88.51,89.66,89.66
1994-09-01,68.97,81.61,86.21,89.66,90.8
1994-09-02,62.07,72.8,83.14,86.59,90.04
1994-09-06,62.45,68.58,75.1,83.91,86.97
1994-09-07,58.62,67.82,72.41,77.01,85.44
1994-09-08,62.84,67.05,73.18,76.63,80.46
1994-09-09,51.72,66.28,69.73,74.71,78.16
1994-09-12,47.13,54.79,67.82,70.88,75.48
1994-09-13,48.28,53.26,57.47,69.73,72.8
1994-09-14,51.34,57.09,61.3,64.37,73.18
1994-09-15,64.75,67.43,69.35,72.8,74.71
1994-09-16,57.85,69.35,70.88,72.03,75.1
1994-09-19,51.34,61.69,70.11,71.26,72.41
1994-09-20,38.7,54.02,62.84,70.88,72.03
1994-09-21,28.35,42.53,55.94,64.75,72.03
1994-09-22,31.8,35.25,44.83,57.09,65.52
1994-09-23,28.35,35.63,38.31,46.36,57.09
1994-09-26,32.18,36.4,41.0,42.91,50.19
1994-09-27,34.87,38.7,41.76,45.98,47.89
1994-09-28,41.76,44.44,47.13,49.43,52.49
1994-09-29,45.59,50.19,51.72,53.26,55.17
1994-09-30,47.51,51.34,54.41,55.56,56.32
1994-10-03,45.21,51.34,54.41,56.7,57.47
1994-10-04,32.95,46.74,52.49,55.17,57.09
1994-10-05,30.27,37.16,49.43,54.79,57.47
1994-10-06,29.5,34.1,39.85,51.72,55.94
1994-10-07,40.23,41.0,44.06,48.28,56.7
1994-10-10,49.81,52.11,52.11,53.64,56.7
1994-10-11,62.84,65.9,66.28,66.28,67.05
1994-10-12,62.84,70.5,72.8,72.8,72.8
1994-10-13,70.88,73.95,76.63,78.16,78.16
1994-10-14,72.03,76.63,78.93,80.84,81.61
1994-10-17,71.26,76.25,79.31,81.23,83.14
1994-10-18,70.99,77.1,80.15,82.06,83.21
1994-10-19,73.66,79.77,82.06,84.73,85.88
1994-10-20,66.79,79.39,83.97,85.11,87.4
1994-10-21,58.4,71.76,80.15,84.35,85.5
1994-10-24,50.0,64.5,74.81,81.68,85.5
1994-10-25,51.15,58.02,67.18,76.72,82.44
1994-10-26,53.44,59.54,62.6,70.99,79.39
1994-10-27,59.54,62.98,67.18,69.08,75.19
1994-10-28,67.56,70.23,71.76,74.81,76.34
1994-10-31,64.77,72.73,73.86,75.0,77.27
1994-11-01,55.68,68.18,74.24,75.0,75.76
1994-11-02,56.06,62.12,71.21,76.89,77.65
1994-11-03,57.95,63.64,66.29,74.62,80.3
1994-11-04,46.97,62.88,66.29,68.18,75.76
1994-11-07,49.62,56.06,65.15,68.18,70.08
1994-11-08,56.44,62.12,64.77,71.21,72.35
1994-11-09,50.0,62.5,65.53,68.18,73.48
1994-11-10,46.04,57.36,66.42,69.43,71.7
1994-11-11,38.87,50.94,59.25,67.17,70.19
1994-11-14,47.55,51.32,56.98,63.4,69.81
1994-11-15,47.92,56.23,58.49,63.02,67.55
1994-11-16,48.5,56.02,60.15,61.65,66.17
1994-11-17,43.61,53.76,58.65,62.78,64.29
1994-11-18,38.72,48.12,55.64,60.15,63.91
1994-11-21,31.95,45.11,52.26,58.65,62.78
1994-11-22,17.29,34.59,45.86,52.26,58.65
1994-11-23,19.55,25.19,37.59,48.87,54.89
1994-11-25,25.56,28.57,31.58,42.48,52.63
1994-11-28,27.82,33.08,33.46,36.09,43.98
1994-11-29,31.95,35.71,39.85,40.23,42.11
1994-11-30,29.7,39.1,41.35,45.49,45.86
1994-12-01,24.44,34.21,42.48,44.36,48.12
1994-12-02,33.83,38.72,45.49,49.62,50.38
1994-12-05,37.97,43.61,46.99,51.5,54.51
1994-12-06,38.72,44.36,48.12,51.13,54.14
1994-12-07,34.96,41.73,46.62,49.62,52.26
1994-12-08,24.06,36.47,42.11,46.99,50.0
1994-12-09,23.68,27.44,37.97,42.86,47.74
1994-12-12,32.33,33.08,34.59,43.23,48.12
1994-12-13,34.96,39.85,39.85,40.6,48.12
1994-12-14,53.01,54.89,56.02,56.02,56.39
1994-12-15,60.53,64.29,65.41,66.54,66.54
1994-12-16,67.67,71.05,71.8,72.56,73.31
1994-12-19,63.16,71.05,74.44,75.19,75.94
1994-12-20,62.41,68.8,73.68,77.07,77.82
1994-12-21,65.41,71.43,74.44,77.44,80.45
1994-12-22,61.65,70.68,74.81,76.32,78.95
1994-12-23,65.79,69.55,74.06,77.82,79.32
1994-12-27,68.8,72.93,75.19,78.2,81.2
1994-12-28,66.92,74.06,77.44,78.57,80.83
1994-12-29,69.17,74.81,78.95,81.58,82.71
1994-12-30,65.41,74.44,78.2,81.2,83.46
1995-01-03,66.92,75.56,80.83,83.08,85.34
1995-01-04,68.05,74.44,80.08,84.59,86.84
1995-01-05,63.53,70.3,75.94,80.45,84.96
1995-01-06,67.67,71.8,76.69,81.2,85.34
1995-01-09,66.17,72.18,74.44,79.32,83.46
1995-01-10,65.92,72.66,76.4,78.28,82.77
1995-01-11,61.8,70.79,75.66,78.65,80.52
1995-01-12,58.05,66.29,72.66,77.15,80.15
1995-01-13,64.42,68.91,73.78,77.9,81.27
1995-01-16,75.66,76.78,78.28,80.9,83.9
1995-01-17,77.15,82.77,83.15,83.9,85.39
1995-01-18,71.54,81.27,84.64,85.02,85.39
1995-01-19,65.92,76.4,83.15,85.77,86.14
1995-01-20,58.8,68.91,77.9,83.9,86.52
1995-01-23,57.68,64.42,71.91,78.28,83.9
1995-01-24,58.8,64.42,68.16,74.16,79.78
1995-01-25,59.18,65.92,69.29,71.91,77.15
1995-01-26,58.8,65.54,70.04,72.66,75.28
1995-01-27,59.55,64.79,68.54,72.66,74.53
1995-01-30,55.81,64.42,67.79,71.16,74.91
1995-01-31,56.55,62.17,68.54,71.16,74.16
1995-02-01,56.55,62.17,65.92,71.16,73.78
1995-02-02,61.05,65.17,67.04,69.29,73.78
1995-02-03,70.79,74.53,75.66,76.78,77.53
1995-02-06,74.91,78.65,80.9,82.02,82.77
1995-02-07,76.4,80.15,82.77,84.27,85.39
1995-02-08,77.53,81.27,83.9,85.39,86.14
1995-02-09,77.15,83.15,85.77,87.64,88.76
1995-02-10,79.03,84.27,88.39,89.51,90.64
1995-02-13,79.78,83.52,86.52,90.26,90.64
1995-02-14,79.03,83.52,85.77,88.76,91.76
1995-02-15,81.65,85.02,88.76,90.26,92.13
