period,variant,event_date,event_year,buy_date,probability,overpay,bar_offset
development,v3_n2_stored_oos,2008-10-10,2008,2008-10-01,0.6292789578437805,0.3114125472059599,-7
development,v3_n2_stored_oos,2008-10-27,2008,2008-10-16,0.5285241007804871,0.11697478691834773,-7
development,v3_n2_stored_oos,2008-11-20,2008,2008-11-20,0.5134363770484924,0.0,0
development,v3_n2_stored_oos,2008-12-23,2008,2008-12-24,0.4142216444015503,0.005803211247402462,1
development,v3_n2_stored_oos,2009-01-20,2009,2009-01-21,0.6097192764282227,0.0431928208577419,1
development,v3_n2_stored_oos,2009-02-02,2009,2009-02-11,0.6879944205284119,0.012351761822354534,7
development,v3_n2_stored_oos,2009-03-09,2009,2009-03-02,0.6058984398841858,0.036558701040106945,-5
development,v3_n2_stored_oos,2009-06-22,2009,2009-06-18,0.6208216547966003,0.027127693290699417,-2
development,v3_n2_stored_oos,2009-07-10,2009,2009-07-09,0.3795207440853119,0.0023874236135978943,-1
development,v3_n2_stored_oos,2009-09-02,2009,2009-09-03,0.792999267578125,0.008315227776202416,1
development,v3_n2_stored_oos,2009-10-02,2009,2009-10-05,0.3737088441848755,0.014928163085125012,1
development,v3_n2_stored_oos,2009-10-30,2009,2009-10-29,0.3507477939128876,0.029837639817104744,-1
development,v3_n2_stored_oos,2010-02-08,2010,2010-02-01,0.6506553292274475,0.02993688412885298,-5
development,v3_n2_stored_oos,2010-05-07,2010,2010-04-28,0.94847309589386,0.07298238254995182,-7
development,v3_n2_stored_oos,2010-06-07,2010,2010-05-27,0.3969637453556061,0.04995724540750057,-6
development,v3_n2_stored_oos,2010-07-02,2010,2010-06-23,0.6221294403076172,0.06878675924188116,-7
development,v3_n2_stored_oos,2010-08-26,2010,2010-08-25,0.5285401940345764,0.006747070971591107,-1
development,v3_n2_stored_oos,2010-11-16,2010,2010-11-17,0.2730586230754852,0.0005080359845743843,1
development,v3_n2_stored_oos,2011-03-16,2011,2011-03-17,0.650006115436554,0.013234805563287377,1
development,v3_n2_stored_oos,2011-04-18,2011,2011-04-19,0.8726198673248291,0.005744354509434446,1
development,v3_n2_stored_oos,2011-06-15,2011,2011-06-24,0.6181231141090393,0.003296535317410809,7
development,v3_n2_stored_oos,2011-08-08,2011,2011-08-08,0.6076366901397705,0.0,0
development,v3_n2_stored_oos,2011-09-09,2011,2011-09-06,0.5994946956634521,0.00923020787826978,-3
development,v3_n2_stored_oos,2011-10-03,2011,2011-09-26,0.531367301940918,0.05740040910266919,-5
development,v3_n2_stored_oos,2011-11-25,2011,2011-11-23,0.3473767638206482,0.0018909337029859863,-1
development,v3_n2_stored_oos,2011-12-19,2011,2011-12-14,0.6232916712760925,0.005676119382271194,-3
development,v3_n2_stored_oos,2012-03-06,2012,2012-03-07,0.9232421517372132,0.006975864755587757,1
development,v3_n2_stored_oos,2012-04-10,2012,2012-04-12,0.5161126852035522,0.021265442846001514,2
development,v3_n2_stored_oos,2012-04-23,2012,2012-04-20,0.5166735053062439,0.00848015202132224,-1
development,v3_n2_stored_oos,2012-05-18,2012,2012-05-10,0.724823534488678,0.048404613159866106,-6
development,v3_n2_stored_oos,2012-06-04,2012,2012-06-01,0.5838434100151062,0.0004684827790599755,-1
development,v3_n2_stored_oos,2012-06-25,2012,2012-06-26,0.7295722961425781,0.005026075134993979,1
development,v3_n2_stored_oos,2012-07-12,2012,2012-07-11,0.8016740083694458,0.004868953668552223,-1
development,v3_n2_stored_oos,2012-07-24,2012,2012-07-24,0.4135546684265136,0.0,0
development,v3_n2_stored_oos,2012-10-24,2012,2012-10-22,0.8999071717262268,0.01694755593915387,-2
development,v3_n2_stored_oos,2012-11-15,2012,2012-11-08,0.7738460898399353,0.017243788702521412,-5
development,v3_n2_stored_oos,2012-12-28,2012,2012-12-27,0.7295016646385193,0.010925951285134072,-1
development,v3_n2_stored_oos,2013-02-25,2013,2013-02-26,0.8481993079185486,0.006845441158891186,1
development,v3_n2_stored_oos,2013-04-18,2013,2013-04-19,0.7335429787635803,0.008693816009272437,1
development,v3_n2_stored_oos,2013-06-05,2013,2013-06-06,0.3543491959571838,0.00905328014009843,1
development,v3_n2_stored_oos,2013-06-24,2013,2013-06-20,0.5042638182640076,0.009556629942689687,-2
development,v3_n2_stored_oos,2013-08-27,2013,2013-08-20,0.6075273752212524,0.013775938231380014,-5
development,v3_n2_stored_oos,2013-10-08,2013,2013-10-08,0.4210643768310547,0.0,0
development,v3_n2_stored_oos,2013-12-13,2013,2013-12-13,0.7611772418022156,0.0,0
development,v3_n2_stored_oos,2014-02-03,2014,2014-01-28,0.7862241268157959,0.028133564250913512,-4
development,v3_n2_stored_oos,2014-03-14,2014,2014-03-14,0.789983868598938,0.0,0
development,v3_n2_stored_oos,2014-04-11,2014,2014-04-08,0.8334307670593262,0.019778605486257428,-3
development,v3_n2_stored_oos,2014-08-07,2014,2014-07-30,0.9478424191474916,0.031146992641839732,-6
development,v3_n2_stored_oos,2014-10-16,2014,2014-10-13,0.6142399907112122,0.006120191246253848,-3
development,v3_n2_stored_oos,2014-12-16,2014,2014-12-11,0.8929372429847717,0.03173180009815324,-3
development,v3_n2_stored_oos,2015-01-15,2015,2015-01-07,0.8763298392295837,0.01653104434524577,-6
development,v3_n2_stored_oos,2015-01-30,2015,2015-01-29,0.7253291606903076,0.01273508739789464,-1
development,v3_n2_stored_oos,2015-03-11,2015,2015-03-12,0.8550053238868713,0.012714088249316857,1
development,v3_n2_stored_oos,2015-03-26,2015,2015-03-27,0.8255340456962585,0.0022897246668132087,1
development,v3_n2_stored_oos,2015-05-06,2015,2015-05-07,0.8300480246543884,0.003989844610518434,1
development,v3_n2_stored_oos,2015-06-09,2015,2015-06-16,0.8056216835975647,0.008635040084640666,5
development,v3_n2_stored_oos,2015-07-08,2015,2015-07-01,0.8435432314872742,0.01452082884433259,-4
development,v3_n2_stored_oos,2015-07-27,2015,2015-07-28,0.927678883075714,0.012282378047096865,1
development,v3_n2_stored_oos,2015-08-07,2015,2015-08-07,0.6134806275367737,0.0,0
development,v3_n2_stored_oos,2015-08-25,2015,2015-08-27,0.8317066431045532,0.0640789462625404,2
development,v3_n2_stored_oos,2015-09-28,2015,2015-09-30,0.7212616801261902,0.019254286660559172,2
development,v3_n2_stored_oos,2015-11-13,2015,2015-11-16,0.923289716243744,0.015207119788519963,1
development,v3_n2_stored_oos,2015-12-18,2015,2015-12-15,0.7226572632789612,0.018983123789671597,-3
development,v3_n2_stored_oos,2016-01-20,2016,2016-01-22,0.7412018179893494,0.026232382763312412,2
development,v3_n2_stored_oos,2016-02-11,2016,2016-02-08,0.5582053065299988,0.014000112638327122,-3
development,v3_n2_stored_oos,2016-05-19,2016,2016-05-12,0.8224331736564636,0.011557023192438898,-5
development,v3_n2_stored_oos,2016-06-27,2016,2016-06-17,0.8208693265914917,0.03466924465086829,-6
development,v3_n2_stored_oos,2016-08-26,2016,2016-09-01,0.9080935716629028,0.000460590266170291,4
development,v3_n2_stored_oos,2016-09-14,2016,2016-09-12,0.8601076006889343,0.014965907156059721,-2
development,v3_n2_stored_oos,2016-10-17,2016,2016-10-12,0.6075929403305054,0.006262230525612811,-3
development,v3_n2_stored_oos,2016-11-04,2016,2016-11-03,0.6680709719657898,0.0011026410826360244,-1
development,v3_n2_stored_oos,2017-03-27,2017,2017-03-22,0.8004117608070374,0.002825361558152162,-3
development,v3_n2_stored_oos,2017-04-13,2017,2017-04-17,0.9018899202346802,0.008860119824451784,1
development,v3_n2_stored_oos,2017-05-17,2017,2017-05-18,0.8702332973480225,0.004028758205531391,1
development,v3_n2_stored_oos,2017-07-06,2017,2017-06-30,0.4111806750297546,0.005196510951610334,-3
development,v3_n2_stored_oos,2017-08-18,2017,2017-08-11,0.8704480528831482,0.005809091892849061,-5
development,v3_n2_stored_oos,2018-02-08,2018,2018-02-12,0.8154264092445374,0.0299266651990846,2
development,v3_n2_stored_oos,2018-03-01,2018,2018-03-02,0.6561598181724548,0.005155261000954647,1
development,v3_n2_stored_oos,2018-04-02,2018,2018-03-26,0.7975779175758362,0.029673244740981986,-4
development,v3_n2_stored_oos,2018-05-03,2018,2018-05-03,0.7094576358795166,0.0,0
development,v3_n2_stored_oos,2018-06-27,2018,2018-06-29,0.8389215469360352,0.007165425368550471,2
development,v3_n2_stored_oos,2018-10-11,2018,2018-10-08,0.9267801642417908,0.05750054573526264,-3
development,v3_n2_stored_oos,2018-10-29,2018,2018-10-25,0.7315248847007751,0.02357324536199168,-2
development,v3_n2_stored_oos,2018-11-23,2018,2018-11-13,0.5853670239448547,0.033466440754228444,-7
development,v3_n2_stored_oos,2018-12-24,2018,2018-12-26,0.7293398976325989,0.05052496623951064,1
development,v3_n2_stored_oos,2019-03-08,2019,2019-03-08,0.6402255296707153,0.0,0
development,v3_n2_stored_oos,2019-05-13,2019,2019-05-09,0.8272367715835571,0.020651443932247382,-2
development,v3_n2_stored_oos,2019-06-03,2019,2019-05-29,0.5826357007026672,0.013475675569694978,-3
development,v3_n2_stored_oos,2019-08-05,2019,2019-08-07,0.7019619345664978,0.01462199983256074,2
development,v3_n2_stored_oos,2019-10-02,2019,2019-10-04,0.6986873149871826,0.02183575698497786,2
development,spatial_p0080_l025,2005-04-20,2005,2005-04-14,0.7732073068618774,0.017311023120588187,-4
development,spatial_p0080_l025,2005-05-13,2005,2005-05-13,0.5541905760765076,0.0,0
development,spatial_p0080_l025,2005-06-24,2005,2005-06-27,0.8417473435401917,0.0014291583757128912,1
development,spatial_p0080_l025,2005-08-26,2005,2005-08-26,0.7396575212478638,0.0,0
development,spatial_p0080_l025,2005-09-21,2005,2005-09-22,0.8104701638221741,0.0035568982236386937,1
development,spatial_p0080_l025,2005-10-13,2005,2005-10-05,0.7437567114830017,0.018734029795322682,-6
development,spatial_p0080_l025,2005-12-30,2005,2005-12-30,0.5629273056983948,0.0,0
development,spatial_p0080_l025,2006-01-20,2006,2006-01-23,0.8924108147621155,0.0035721584383687777,1
development,spatial_p0080_l025,2006-02-07,2006,2006-02-03,0.8758010268211365,0.006295612197372291,-2
development,spatial_p0080_l025,2006-03-09,2006,2006-03-09,0.9235481023788452,0.0,0
development,spatial_p0080_l025,2006-04-11,2006,2006-04-17,0.9114610552787781,0.00015519569196031924,3
development,spatial_p0080_l025,2006-05-23,2006,2006-05-15,0.8201310038566589,0.03459305610249186,-6
development,spatial_p0080_l025,2006-06-13,2006,2006-06-09,0.8180397152900696,0.02284794115949884,-2
development,spatial_p0080_l025,2006-07-17,2006,2006-07-17,0.7255643010139465,0.0,0
development,spatial_p0080_l025,2007-01-05,2007,2007-01-08,0.8007566332817078,0.004624874921824729,1
development,spatial_p0080_l025,2007-01-29,2007,2007-01-29,0.8765223622322083,0.0,0
development,spatial_p0080_l025,2007-03-05,2007,2007-03-13,0.660136342048645,0.006552468595027339,6
development,spatial_p0080_l025,2007-06-07,2007,2007-06-11,0.8463218212127686,0.014754740749901352,2
development,spatial_p0080_l025,2007-06-26,2007,2007-06-25,0.6773207783699036,0.010384794445858603,-1
development,spatial_p0080_l025,2007-08-15,2007,2007-08-14,0.4417223632335663,0.01396755353905399,-1
development,spatial_p0080_l025,2007-08-28,2007,2007-08-21,0.04041678085923195,0.008419113254790389,-5
development,spatial_p0080_l025,2007-09-10,2007,2007-09-10,0.4236840307712555,0.0,0
development,spatial_p0080_l025,2007-10-19,2007,2007-10-22,0.5450462698936462,0.0058124622777033785,1
development,spatial_p0080_l025,2007-11-26,2007,2007-11-19,0.3279307782649994,0.01993631983921107,-4
development,spatial_p0080_l025,2007-12-17,2007,2007-12-17,0.5844990611076355,0.0,0
development,spatial_p0080_l025,2008-01-22,2008,2008-01-15,0.3303220570087433,0.05699208784873222,-4
development,spatial_p0080_l025,2008-02-06,2008,2008-02-06,0.46394211053848267,0.0,0
development,spatial_p0080_l025,2008-03-10,2008,2008-03-03,0.4623745381832123,0.04296878824544348,-5
development,spatial_p0080_l025,2008-04-14,2008,2008-04-14,0.5927055478096008,0.0,0
development,spatial_p0080_l025,2008-05-23,2008,2008-05-22,0.7938339710235596,0.013586117960291189,-1
development,spatial_p0080_l025,2008-07-15,2008,2008-07-07,0.2700361907482147,0.03330831040538906,-6
development,spatial_p0080_l025,2008-07-28,2008,2008-07-28,0.42564210295677185,0.0,0
development,spatial_p0080_l025,2008-08-19,2008,2008-08-26,0.23077945411205292,0.003149838298946994,5
development,spatial_p0080_l025,2008-09-17,2008,2008-09-15,0.6252272725105286,0.02984262061657006,-2
development,spatial_p0080_l025,2008-10-10,2008,2008-10-03,0.3386465013027191,0.24677958128956856,-5
development,spatial_p0080_l025,2008-10-27,2008,2008-10-24,0.34412261843681335,0.03680750190102322,-1
development,spatial_p0080_l025,2008-11-20,2008,2008-11-11,0.4099472463130951,0.1897948030391341,-7
development,spatial_p0080_l025,2008-12-23,2008,2008-12-23,0.34106194972991943,0.0,0
development,spatial_p0080_l025,2009-01-20,2009,2009-01-12,0.5944525003433228,0.07918596195512095,-5
development,spatial_p0080_l025,2009-02-02,2009,2009-01-30,0.2874671518802643,0.0030278085948727274,-1
development,spatial_p0080_l025,2009-03-09,2009,2009-03-02,0.31939932703971863,0.036558701040106945,-5
development,spatial_p0080_l025,2009-06-22,2009,2009-06-17,0.3517014682292938,0.019665319201996212,-3
development,spatial_p0080_l025,2009-07-10,2009,2009-07-08,0.36174577474594116,0.0004543560061285312,-2
development,spatial_p0080_l025,2009-09-02,2009,2009-09-02,0.46117839217185974,0.0,0
development,spatial_p0080_l025,2009-10-02,2009,2009-10-02,0.2025153785943985,0.0,0
development,spatial_p0080_l025,2009-10-30,2009,2009-10-27,0.5827131271362305,0.02761680285424739,-3
development,spatial_p0080_l025,2010-02-08,2010,2010-02-08,0.4025304913520813,0.0,0
development,spatial_p0080_l025,2010-05-07,2010,2010-04-28,0.8053341507911682,0.07298238254995182,-7
development,spatial_p0080_l025,2010-06-07,2010,2010-06-04,0.3492678105831146,0.012607972235572973,-1
development,spatial_p0080_l025,2010-07-02,2010,2010-06-24,0.5273688435554504,0.05107599402700891,-6
development,spatial_p0080_l025,2010-08-26,2010,2010-08-26,0.4882010221481323,0.0,0
development,spatial_p0080_l025,2010-11-16,2010,2010-11-17,0.44410252571105957,0.0005080359845743843,1
development,spatial_p0080_l025,2011-03-16,2011,2011-03-16,0.40336325764656067,0.0,0
development,spatial_p0080_l025,2011-04-18,2011,2011-04-14,0.7267807722091675,0.0076596235982806515,-2
development,spatial_p0080_l025,2011-06-15,2011,2011-06-15,0.6982374787330627,0.0,0
development,spatial_p0080_l025,2011-08-08,2011,2011-08-03,0.3596039414405823,0.12390861934878061,-3
development,spatial_p0080_l025,2011-09-09,2011,2011-09-06,0.3950915038585663,0.00923020787826978,-3
development,spatial_p0080_l025,2011-10-03,2011,2011-09-23,0.3222837448120117,0.032839415965216334,-6
development,spatial_p0080_l025,2011-11-25,2011,2011-11-17,0.3198918104171753,0.04959596061700111,-5
development,spatial_p0080_l025,2011-12-19,2011,2011-12-14,0.6657136678695679,0.005676119382271194,-3
development,spatial_p0080_l025,2012-03-06,2012,2012-03-07,0.3844432234764099,0.006975864755587757,1
development,spatial_p0080_l025,2012-04-10,2012,2012-04-10,0.39337149262428284,0.0,0
development,spatial_p0080_l025,2012-04-23,2012,2012-04-23,0.3889792859554291,0.0,0
development,spatial_p0080_l025,2012-05-18,2012,2012-05-11,0.67524254322052,0.04524445833081825,-5
development,spatial_p0080_l025,2012-06-04,2012,2012-05-31,0.31992316246032715,0.02630723906642629,-2
development,spatial_p0080_l025,2012-06-25,2012,2012-06-26,0.46700888872146606,0.005026075134993979,1
development,spatial_p0080_l025,2012-07-12,2012,2012-07-11,0.7033182978630066,0.004868953668552223,-1
development,spatial_p0080_l025,2012-07-24,2012,2012-07-24,0.45476067066192627,0.0,0
development,spatial_p0080_l025,2012-10-24,2012,2012-10-22,0.876595139503479,0.01694755593915387,-2
development,spatial_p0080_l025,2012-11-15,2012,2012-11-13,0.6399120092391968,0.015401582195720742,-2
development,spatial_p0080_l025,2012-12-28,2012,2012-12-28,0.7002555131912231,0.0,0
development,spatial_p0080_l025,2013-02-25,2013,2013-02-26,0.48529666662216187,0.006845441158891186,1
development,spatial_p0080_l025,2013-04-18,2013,2013-04-18,0.44148802757263184,0.0,0
development,spatial_p0080_l025,2013-06-05,2013,2013-06-05,0.28864333033561707,0.0,0
development,spatial_p0080_l025,2013-06-24,2013,2013-06-24,0.5038111209869385,0.0,0
development,spatial_p0080_l025,2013-08-27,2013,2013-08-30,0.6821607351303101,0.00195910371005259,3
development,spatial_p0080_l025,2013-10-08,2013,2013-10-08,0.45386624336242676,0.0,0
development,spatial_p0080_l025,2013-12-13,2013,2013-12-12,0.5555281043052673,0.00011269548680092889,-1
development,spatial_p0080_l025,2014-02-03,2014,2014-01-29,0.7532579898834229,0.01825829088694486,-3
development,spatial_p0080_l025,2014-03-14,2014,2014-03-14,0.8022623062133789,0.0,0
development,spatial_p0080_l025,2014-04-11,2014,2014-04-11,0.5255376696586609,0.0,0
development,spatial_p0080_l025,2014-08-07,2014,2014-07-30,0.8757435083389282,0.031146992641839732,-6
development,spatial_p0080_l025,2014-10-16,2014,2014-10-10,0.7095059752464294,0.022923543580161354,-4
development,spatial_p0080_l025,2014-12-16,2014,2014-12-11,0.7436046004295349,0.03173180009815324,-3
development,spatial_p0080_l025,2015-01-15,2015,2015-01-12,0.4841032028198242,0.01823928320055135,-3
development,spatial_p0080_l025,2015-01-30,2015,2015-01-28,0.5758561491966248,0.003459775925442665,-2
development,spatial_p0080_l025,2015-03-11,2015,2015-03-11,0.7230632305145264,0.0,0
development,spatial_p0080_l025,2015-03-26,2015,2015-04-01,0.49140456318855286,0.0020945018296654183,4
development,spatial_p0080_l025,2015-05-06,2015,2015-05-06,0.6842037439346313,0.0,0
development,spatial_p0080_l025,2015-06-09,2015,2015-06-05,0.7012580633163452,0.006332250975692233,-2
development,spatial_p0080_l025,2015-07-08,2015,2015-06-26,0.608507513999939,0.02586389254173249,-7
development,spatial_p0080_l025,2015-07-27,2015,2015-08-04,0.8179370164871216,0.0125241703832355,6
development,spatial_p0080_l025,2015-08-07,2015,2015-08-04,0.8179370164871216,0.006876317896389317,-3
development,spatial_p0080_l025,2015-08-25,2015,2015-08-21,0.491623193025589,0.05638962907742462,-2
development,spatial_p0080_l025,2015-09-28,2015,2015-09-28,0.546086311340332,0.0,0
development,spatial_p0080_l025,2015-11-13,2015,2015-11-13,0.5862848162651062,0.0,0
development,spatial_p0080_l025,2015-12-18,2015,2015-12-11,0.5905646085739136,0.0033280437294034293,-5
development,spatial_p0080_l025,2016-01-20,2016,2016-01-08,0.5550342202186584,0.033773365347006035,-7
development,spatial_p0080_l025,2016-02-11,2016,2016-02-08,0.5600435733795166,0.014000112638327122,-3
development,spatial_p0080_l025,2016-05-19,2016,2016-05-12,0.7405158877372742,0.011557023192438898,-5
development,spatial_p0080_l025,2016-06-27,2016,2016-06-17,0.7859962582588196,0.03466924465086829,-6
development,spatial_p0080_l025,2016-08-26,2016,2016-09-01,0.8571004271507263,0.000460590266170291,4
development,spatial_p0080_l025,2016-09-14,2016,2016-09-14,0.4264049828052521,0.0,0
development,spatial_p0080_l025,2016-10-17,2016,2016-10-26,0.572662889957428,0.006403806281398028,7
development,spatial_p0080_l025,2016-11-04,2016,2016-11-01,0.7275254130363464,0.01179540512658872,-3
development,spatial_p0080_l025,2017-03-27,2017,2017-03-27,0.8069010376930237,0.0,0
development,spatial_p0080_l025,2017-04-13,2017,2017-04-12,0.9043130874633789,0.00653745879896328,-1
development,spatial_p0080_l025,2017-05-17,2017,2017-05-18,0.853110134601593,0.004028758205531391,1
development,spatial_p0080_l025,2017-07-06,2017,2017-06-30,0.828484833240509,0.005196510951610334,-3
development,spatial_p0080_l025,2017-08-18,2017,2017-08-11,0.8990302681922913,0.005809091892849061,-5
development,spatial_p0080_l025,2018-02-08,2018,2018-02-06,0.49577850103378296,0.04463788222377407,-2
development,spatial_p0080_l025,2018-03-01,2018,2018-03-02,0.6767364144325256,0.005155261000954647,1
development,spatial_p0080_l025,2018-04-02,2018,2018-03-22,0.6597950458526611,0.024080645526757705,-6
development,spatial_p0080_l025,2018-05-03,2018,2018-05-03,0.7901801466941833,0.0,0
development,spatial_p0080_l025,2018-06-27,2018,2018-06-26,0.7030633687973022,0.008353552416052512,-1
development,spatial_p0080_l025,2018-10-11,2018,2018-10-08,0.911761999130249,0.05750054573526264,-3
development,spatial_p0080_l025,2018-10-29,2018,2018-10-23,0.7739317417144775,0.03695126659719783,-4
development,spatial_p0080_l025,2018-11-23,2018,2018-11-13,0.6540356278419495,0.033466440754228444,-7
development,spatial_p0080_l025,2018-12-24,2018,2018-12-14,0.6128802299499512,0.10505140481703767,-6
development,spatial_p0080_l025,2019-03-08,2019,2019-03-08,0.776865541934967,0.0,0
development,spatial_p0080_l025,2019-05-13,2019,2019-05-08,0.8421334028244019,0.0237483291313334,-3
development,spatial_p0080_l025,2019-06-03,2019,2019-05-23,0.6582948565483093,0.027570468863852282,-6
development,spatial_p0080_l025,2019-08-05,2019,2019-08-01,0.8385201692581177,0.038826981735183175,-2
development,spatial_p0080_l025,2019-10-02,2019,2019-10-08,0.6165416836738586,0.0016315353391092025,4
final_test,v3_n2_stored_oos,2020-01-31,2020,2020-02-03,0.6810398697853088,0.007428891226355594,1
final_test,v3_n2_stored_oos,2020-03-23,2020,2020-03-24,0.6718809008598328,0.09060320950857137,1
final_test,v3_n2_stored_oos,2020-06-11,2020,2020-06-12,0.8434775471687317,0.011975708444645905,1
final_test,v3_n2_stored_oos,2020-06-26,2020,2020-06-29,0.315885454416275,0.014697501696400828,1
final_test,v3_n2_stored_oos,2020-09-08,2020,2020-09-09,0.9224916100502014,0.01974755935187611,1
final_test,v3_n2_stored_oos,2020-09-23,2020,2020-09-25,0.6697252988815308,0.018875463881583565,2
final_test,v3_n2_stored_oos,2020-10-30,2020,2020-10-29,0.7155916094779968,0.01053502557896846,-1
final_test,v3_n2_stored_oos,2021-01-29,2021,2021-02-01,0.8331378102302551,0.016645412813360405,1
final_test,v3_n2_stored_oos,2021-03-04,2021,2021-03-05,0.8230059146881104,0.018396659607180288,1
final_test,v3_n2_stored_oos,2021-05-12,2021,2021-05-13,0.7358428835868835,0.012012679799508597,1
final_test,v3_n2_stored_oos,2021-08-18,2021,2021-08-19,0.8679125308990479,0.001548216068332664,1
final_test,v3_n2_stored_oos,2021-10-04,2021,2021-09-28,0.7073989510536194,0.011851480738410691,-4
final_test,v3_n2_stored_oos,2021-12-01,2021,2021-12-02,0.6976682543754578,0.015316298735015943,1
final_test,v3_n2_stored_oos,2021-12-20,2021,2021-12-20,0.411701887845993,0.0,0
final_test,v3_n2_stored_oos,2022-01-27,2022,2022-01-18,0.741195797920227,0.058551939691367405,-7
final_test,v3_n2_stored_oos,2022-02-23,2022,2022-02-15,0.7469709515571594,0.05723421180654653,-5
final_test,v3_n2_stored_oos,2022-03-08,2022,2022-03-09,0.6747798323631287,0.026810845954397422,1
final_test,v3_n2_stored_oos,2022-05-19,2022,2022-05-10,0.5426749587059021,0.024726636816749803,-7
final_test,v3_n2_stored_oos,2022-06-16,2022,2022-06-21,0.6146323680877686,0.027383743673985883,2
final_test,v3_n2_stored_oos,2022-07-14,2022,2022-07-14,0.5453277230262756,0.0,0
final_test,v3_n2_stored_oos,2022-09-30,2022,2022-09-27,0.6368295550346375,0.01735829470708139,-3
final_test,v3_n2_stored_oos,2022-10-12,2022,2022-10-03,0.616571843624115,0.028185946008162155,-7
final_test,v3_n2_stored_oos,2022-11-03,2022,2022-11-03,0.5139245986938477,0.0,0
final_test,v3_n2_stored_oos,2022-12-28,2022,2022-12-20,0.5622409582138062,0.01030114648023539,-5
final_test,v3_n2_stored_oos,2023-03-13,2023,2023-03-10,0.7083882093429565,0.0014271764814037802,-1
final_test,v3_n2_stored_oos,2023-04-26,2023,2023-04-26,0.7343909740447998,0.0,0
final_test,v3_n2_stored_oos,2023-08-17,2023,2023-08-17,0.6296966075897217,0.0,0
final_test,v3_n2_stored_oos,2023-10-03,2023,2023-10-05,0.7618551254272461,0.006902230185700464,2
final_test,v3_n2_stored_oos,2023-10-27,2023,2023-10-31,0.7189141511917114,0.018311049648890743,2
