comparison,period,variant,pct,price_lambda,candidate_count,selected_count,event_count,covered_event_count,stage1_event_coverage,post_bottom_rate,center_day_rate,overpay_mean,overpay_median,overpay_p75,overpay_p90,within_0_8pct_rate,exact_bottom_rate
matched_budget,development,spatial_p0250_l200,0.025,2.0,978,460,,,,,,0.015267810973061605,0.009693837109209236,0.020555617468150267,0.03693344588820095,0.43043478260869567,0.13478260869565217
matched_budget,development,spatial_p0250_l400,0.025,4.0,978,460,,,,,,0.01502668223137478,0.009314954294323052,0.020344833531470485,0.03693344588820095,0.4434782608695652,0.13695652173913042
matched_budget,development,spatial_p0300_l000,0.03,0.0,978,460,,,,,,0.01631847494748658,0.01207915005112381,0.02206687583977096,0.03697521717149539,0.3934782608695652,0.11521739130434783
matched_budget,development,spatial_p0300_l025,0.03,0.25,978,460,,,,,,0.01595236648512275,0.011782194954135239,0.02206687583977096,0.03754313078984777,0.3978260869565217,0.11521739130434783
matched_budget,development,spatial_p0300_l050,0.03,0.5,978,460,,,,,,0.01561809963490323,0.011782194954135239,0.02173301614343498,0.03693344588820095,0.4,0.11956521739130435
matched_budget,development,spatial_p0300_l100,0.03,1.0,978,460,,,,,,0.0165306132549271,0.012008923600886234,0.022212355761357105,0.03856602397416938,0.39565217391304347,0.11521739130434783
matched_budget,development,spatial_p0300_l200,0.03,2.0,978,460,,,,,,0.016081463686079607,0.012008923600886234,0.022224767549998803,0.03697521717149539,0.3978260869565217,0.11956521739130435
matched_budget,development,spatial_p0300_l400,0.03,4.0,978,460,,,,,,0.01584417344033764,0.01103471145647883,0.02173301614343498,0.03754313078984777,0.4108695652173913,0.12608695652173912
matched_budget,final_test,v3_n2_temporal,,0.0,391,202,,,,,,0.030512703059713722,0.01857905378549629,0.03564609843314498,0.0682543861994198,0.24257425742574257,0.13861386138613863
matched_budget,final_test,v3_n2_stored_oos,,0.0,391,202,,,,,,0.030308411211122377,0.01881845592269793,0.03591679896535177,0.06804429742092595,0.2376237623762376,0.13861386138613863
matched_budget,final_test,spatial_p0005_l000,0.0005,0.0,391,202,,,,,,0.021490902384683756,0.015356552118549027,0.029903580886398273,0.051306829785482254,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0005_l025,0.0005,0.25,391,202,,,,,,0.021490902384683756,0.015356552118549027,0.029903580886398273,0.051306829785482254,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0005_l050,0.0005,0.5,391,202,,,,,,0.021490902384683753,0.015356552118549027,0.029903580886398273,0.051306829785482254,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0005_l100,0.0005,1.0,391,202,,,,,,0.021487129383724875,0.015356552118549027,0.029903580886398273,0.051306829785482254,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0005_l200,0.0005,2.0,391,202,,,,,,0.021603219092882462,0.015553826592812126,0.029988333475577278,0.051306829785482254,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0005_l400,0.0005,4.0,391,202,,,,,,0.021603219092882455,0.015553826592812126,0.029988333475577278,0.051306829785482254,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0010_l000,0.001,0.0,391,202,,,,,,0.02134622398559423,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0010_l025,0.001,0.25,391,202,,,,,,0.021484331321234583,0.015181215265087644,0.029988333475577278,0.051306829785482254,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0010_l050,0.001,0.5,391,202,,,,,,0.021533402605888742,0.015432229932586194,0.029988333475577278,0.051306829785482254,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0010_l100,0.001,1.0,391,202,,,,,,0.021484331321234583,0.015181215265087644,0.029988333475577278,0.051306829785482254,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0010_l200,0.001,2.0,391,202,,,,,,0.021583728798342295,0.015432229932586194,0.029988333475577278,0.051306829785482254,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0010_l400,0.001,4.0,391,202,,,,,,0.021583728798342295,0.015432229932586194,0.029988333475577278,0.051306829785482254,0.33663366336633666,0.1782178217821782
matched_budget,final_test,spatial_p0015_l000,0.0015,0.0,391,202,,,,,,0.021309983240649904,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0015_l025,0.0015,0.25,391,202,,,,,,0.021309983240649907,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0015_l050,0.0015,0.5,391,202,,,,,,0.021212183221043616,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0015_l100,0.0015,1.0,391,202,,,,,,0.021309983240649904,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0015_l200,0.0015,2.0,391,202,,,,,,0.021533402605888742,0.015432229932586194,0.029988333475577278,0.051306829785482254,0.3415841584158416,0.1782178217821782
matched_budget,final_test,spatial_p0015_l400,0.0015,4.0,391,202,,,,,,0.0214021603965883,0.015181215265087644,0.029903580886398273,0.051306829785482254,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0020_l000,0.002,0.0,391,202,,,,,,0.02123334417819015,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0020_l025,0.002,0.25,391,202,,,,,,0.021132634172071653,0.015181215265087644,0.029573405802672037,0.04769502073453915,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0020_l050,0.002,0.5,391,202,,,,,,0.020727604859859423,0.014741049486168278,0.029015481225118933,0.0475833526855477,0.35148514851485146,0.1782178217821782
matched_budget,final_test,spatial_p0020_l100,0.002,1.0,391,202,,,,,,0.02123334417819015,0.015181215265087644,0.029903580886398273,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0020_l200,0.002,2.0,391,202,,,,,,0.02114425792471604,0.015062392339802333,0.029573405802672037,0.04985811775337713,0.3465346534653465,0.1782178217821782
matched_budget,final_test,spatial_p0020_l400,0.002,4.0,391,202,,,,,,0.02121477643505561,0.015062392339802333,0.029573405802672037,0.04985811775337713,0.3465346534653465,0.1782178217821782
