pct,price_lambda,period,samples,auc_roc,auc_pr,precision,recall
0.025,4.0,2005-2012,604,0.6488693745570517,0.7029849789007213,0.6877637130801688,0.49096385542168675
0.025,4.0,2013-2019,374,0.6570372630793748,0.7684003043963212,0.7868852459016393,0.735632183908046
0.025,4.0,2020-2026,391,0.6077184720041864,0.5702814316057253,0.5297619047619048,0.45408163265306123
0.03,0.0,2005-2012,604,0.6233162869275375,0.7249276568177823,0.7245762711864406,0.4723756906077348
0.03,0.0,2013-2019,374,0.6231762917933131,0.7857741483406399,0.8174603174603174,0.7357142857142858
0.03,0.0,2020-2026,391,0.566944266495836,0.6103562499584084,0.5819209039548022,0.4618834080717489
0.03,0.25,2005-2012,604,0.6306104744075613,0.730723617822178,0.73568281938326,0.4613259668508287
0.03,0.25,2013-2019,374,0.6364361702127659,0.7976016651074636,0.8167330677290837,0.7321428571428571
0.03,0.25,2020-2026,391,0.5635810377962844,0.6107399135515926,0.5621301775147929,0.4260089686098655
0.03,0.5,2005-2012,604,0.6306618419250263,0.7328440743249283,0.7254098360655737,0.4889502762430939
0.03,0.5,2013-2019,374,0.6367781155015197,0.7938798857012257,0.8188976377952756,0.7428571428571429
0.03,0.5,2020-2026,391,0.5449364723467862,0.587123973498414,0.5449101796407185,0.4080717488789238
0.03,1.0,2005-2012,604,0.6304164193415825,0.729694163505281,0.7426160337552743,0.4861878453038674
0.03,1.0,2013-2019,374,0.6291793313069909,0.7872468535198986,0.812,0.725
0.03,1.0,2020-2026,391,0.5663036515054451,0.6126820548768861,0.5882352941176471,0.4484304932735426
0.03,2.0,2005-2012,604,0.6367802840052965,0.736944114823167,0.7372881355932204,0.48066298342541436
0.03,2.0,2013-2019,374,0.623822188449848,0.7895325788189809,0.8125,0.7428571428571429
0.03,2.0,2020-2026,391,0.5593369634849455,0.6022643360942269,0.5764705882352941,0.43946188340807174
0.03,4.0,2005-2012,604,0.6347598283183415,0.732013143865294,0.7245762711864406,0.4723756906077348
0.03,4.0,2013-2019,374,0.6337006079027355,0.7928538598453441,0.8188976377952756,0.7428571428571429
0.03,4.0,2020-2026,391,0.5648622677770659,0.6032815564631676,0.5838150289017341,0.452914798206278
