variant,data_idx,decision_date,execution_date,entry_open,execution_overpay,mae_20d,gross_return_20d,net_return_20d,gross_return_60d,net_return_60d,gross_return_120d,net_return_120d,gross_return_252d,net_return_252d
stage1_nday2,1915,2020-03-23,2020-03-24,214.9348561536564,0.02730174159642984,-0.002644804718156535,0.1905976036742698,0.1670214135025021,0.3300057450965306,0.30366899766887645,0.4501724011331072,0.4214561159621546,0.6796114693582498,0.6463518363016507
stage1_nday2,1916,2020-03-24,2020-03-25,224.5162352253458,0.07309686102650215,-0.020909034260147785,0.13970705035752307,0.11713859391479975,0.2659708897270838,0.24090215923743852,0.39529938308260104,0.3676696923284901,0.6169784001039034,0.5849590258444202
stage1_nday2,1917,2020-03-25,2020-03-26,228.7797629312914,0.09347480025908217,-0.022523371738668363,0.13405734848938589,0.1116007673311803,0.2503480099110522,0.2255886433781602,0.3638622331418784,0.33685506020837575,0.6124162792410752,0.5804872440085784
stage1_nday2,1918,2020-03-26,2020-03-27,232.21801874837783,0.10990827341534781,-0.03699604152243385,0.13337538131378768,0.11093230445608881,0.23750623610855381,0.213001162126206,0.3318510653945048,0.3054777769708512,0.5877402894233874,0.5562998876526271
stage1_nday2,1919,2020-03-27,2020-03-30,234.44607454125364,0.12055747958579333,-0.04614793946931428,0.11744264439713481,0.09531506728035999,0.1944789184576896,0.17082587056743814,0.30400651135609813,0.2781846002401358,0.5684790440716339,0.5374200530999182
stage1_nday2,1920,2020-03-30,2020-03-31,238.9020663927464,0.1418553196453205,-0.06393915020864249,0.12530724567446394,0.10302393387893005,0.18476555061315159,0.16130484664061395,0.2654417559269968,0.2403835033343833,0.5454630867202162,0.5148598572802119
stage1_nday2,1921,2020-03-31,2020-04-01,227.36774076850008,0.08672590502186073,-0.016452947420555253,0.1713849253317965,0.1481891842361176,0.21530130688742766,0.19123593447381504,0.3431787059160947,0.3165811077791423,0.6413998935672709,0.6088969253778198
stage1_nday2,1922,2020-04-01,2020-04-02,224.80964222485147,0.04594315807081384,-0.0024471067235255495,0.15335031306576186,0.13051169300505383,0.24719530704686177,0.2224983702736565,0.32695869892090257,0.3006822890412806,0.6839048391659521,0.650560188885438
stage1_nday2,1923,2020-04-02,2020-04-03,229.91666012342145,0.024053605266698197,-0.022092811483060304,0.13084241733147906,0.10844949817640015,0.23511325304235187,0.2106555648632955,0.3009420269459604,0.27518079868960466,0.6455287426894443,0.6129440151114354
stage1_nday2,1924,2020-04-03,2020-04-06,236.4082118927348,0.05159284785606566,-0.037503871805339095,0.10995211347672207,0.08797286370490576,0.20961178088379695,0.18565907235144463,0.2856740730703311,0.26021518053428494,0.6021962005238946,0.570469543087778
stage1_nday2,1925,2020-06-12,2020-06-15,273.2484410988326,0.0,-0.004295009819754725,0.07483847238304886,0.05355454223684997,0.14517572071186802,0.1224989737670783,0.2407823379932097,0.21621239070621545,0.44717515277300124,0.4185182190547241
stage1_nday2,1926,2020-06-29,2020-06-30,279.94872310498295,0.00855980780946397,-0.0005591727215267239,0.06950869235133927,0.048330302403787995,0.06843940037348006,0.04728218452449995,0.22450642899312845,0.2002587769338584,0.4291118352314587,0.4008125909694493
stage1_nday2,1927,2020-09-08,2020-09-09,310.85461330882225,0.011961974289975696,-0.04879258587329405,0.013550745459971925,-0.0065195663313146746,0.09067655773467376,0.0690790021359673,0.13932518477454536,0.11676429002653466,0.34992515690798975,0.323193965682089
stage1_nday2,1928,2020-09-09,2020-09-10,314.78685053527204,0.04530890338449289,-0.06067482681678904,0.009760068929292709,-0.010235179960396246,0.08633369351430886,0.06482213522689673,0.11116991275625265,0.0891665481472177,0.32255174797212005,0.2963626044479195
stage1_nday2,1929,2020-09-10,2020-09-11,309.26138178450964,0.02696054585074159,-0.04389222091468914,0.036979533423060706,0.01644528523646538,0.10347017691238625,0.08161928232006166,0.1518298522879491,0.12902134036145485,0.3496265107874741,0.32290123334613785
stage1_nday2,1930,2020-09-11,2020-09-14,310.79930858274395,0.032067520847359976,-0.04862332466830033,0.0484480647002381,0.027686716884391727,0.10122307046691792,0.07941667303192923,0.14042410614719048,0.11784145057991946,0.3357010046885207,0.30925147984320356
stage1_nday2,1931,2020-09-14,2020-09-15,314.1422160421619,0.05771733661734868,-0.058747287708835305,0.030521526971913238,0.010115160101182408,0.07973313034519891,0.05835227627895745,0.14439751233050013,0.12173617545266846,0.33252519278085724,0.3061385553000482
stage1_nday2,1932,2020-09-17,2020-09-18,310.0833240814501,0.04405104098732915,-0.046426589463503976,0.035542503361376765,0.015036711215606902,0.08733640376625251,0.06580498983028726,0.1800090318651355,0.1566425163826577,0.3124433507688449,0.2864543735258973
stage1_nday2,1933,2020-09-18,2020-09-21,301.142417821237,0.013946995515043081,-0.01811503329840891,0.05007666478966999,0.029283067467102297,0.13475593044518352,0.1122855159809224,0.2222895203492954,0.1980857674710914,0.3501330678268484,0.3233977595530493
stage1_nday2,1934,2020-09-21,2020-09-22,303.7959671425477,0.022881500262863286,-0.026691447960864312,0.04507417209617981,0.024379634034869202,0.12660932307863337,0.10430022757212565,0.21008504812388273,0.18612296796301364,0.351395465493465,0.32463515924606967
stage1_nday2,1935,2020-09-22,2020-09-23,305.95029107636867,0.030135112344043646,-0.033544920468681516,0.035751252603639205,0.015241326809507738,0.12493201950471167,0.10265613793036099,0.20566173444716607,0.18178724465613327,0.35818324799328627,0.33128853021124116
stage1_nday2,1936,2020-09-23,2020-09-24,297.0001579503366,0.0,-0.004420688071533618,0.07281652867025268,0.05157263701341597,0.15420481119000118,0.13134927037435729,0.22392387675962477,0.19968776038814706,0.4014172020766835,0.3736663663919966
stage1_nday2,1937,2020-09-24,2020-09-25,298.25759348900306,0.004233787440869774,-0.0029139189129997467,0.07192011190175807,0.05069397107202045,0.14522939805858304,0.12255158819603684,0.21650876697058763,0.19241948445631873,0.39151640572718116,0.36396162541575183
stage1_nday2,1938,2020-09-25,2020-09-28,308.09538490645014,0.03735764665138275,-0.006091847177011833,0.018516595263035063,-0.0016520501877180793,0.10679266190625003,0.08487597553186887,0.187067971450688,0.16356167498631802,0.31993791042320585,0.29380052605839
stage1_nday2,1939,2020-10-27,2020-10-28,307.05985871686283,0.015875661810583752,-0.0286058872867071,0.09202044419533983,0.07039627698355111,0.16057192483154337,0.13759030255765148,0.25077821419967217,0.22601032876997573,0.3995063048869745,0.3717933087505987
stage1_nday2,1940,2020-10-28,2020-10-29,302.2612611563048,0.0,-0.013184362868478683,0.11244649716223853,0.0904178536540754,0.15018167945264893,0.12740580461200235,0.28441181746494437,0.2589779200894011,0.4246096487348341,0.39639955668067905
stage1_nday2,1941,2020-10-29,2020-10-30,303.5278632885841,0.004190421648589515,-0.017302280665597025,0.10289994674898462,0.08106034384306415,0.1552322357495033,0.13235634989307754,0.2817220678874497,0.2563414328797775,0.4211052226469665,0.39296452516880875
stage1_nday2,1942,2020-10-30,2020-11-02,305.3030700683594,0.010063508967103951,-0.008964330294453093,0.10847985305329155,0.08652975695322618,0.12552244458836226,0.10323487142819654,0.2739945168870064,0.24876690269122403,0.41855432099271384,0.3904641364186008
stage1_nday2,1943,2020-11-02,2020-11-03,308.52995012960014,0.02073930661611878,-0.010189079299975146,0.09919412270631245,0.07742790245470221,0.1322895725830937,0.1098679968883789,0.2603080293312332,0.23535143469101083,0.4122877294768561,0.38432163582384904
stage1_nday2,1944,2020-11-03,2020-11-04,315.15934752702685,0.0426719796026136,-0.0037258377875070137,0.07577910114353958,0.05447654468525176,0.1241458248890539,0.10188551152491421,0.24165975650580807,0.21707243459480186,0.389095714465187,0.36158886863419304
stage1_nday2,1945,2021-02-01,2021-02-02,352.52084118245415,0.015867472293527696,-0.008771201437641873,0.004662557135987511,-0.015231750926111176,0.11006395366111632,0.0880824892321832,0.16926663272159903,0.1461128380142407,0.20897618168489118,0.18503605927528932
stage1_nday2,1946,2021-02-26,2021-03-01,358.0364901808045,0.013483873385886636,-0.03555612674943531,0.029788623250899926,0.009396769325139553,0.08822775003706607,0.06667868567989665,0.1482255865259503,0.1254884461987038,0.14746272482970024,0.12474069067465665
stage1_nday2,1947,2021-03-04,2021-03-05,353.27300175449477,0.0,-0.020554005630744276,0.07157366272973986,0.05035438227964595,0.10667225074337683,0.08475794874845843,0.18765108398557184,0.1641332407383327,0.15105613059542455,0.1282629398905646
stage1_nday2,1948,2021-03-05,2021-03-08,357.17293919990277,0.011039443790041625,-0.008422997461470128,0.0592473032916514,0.03827210916706414,0.09630991637993747,0.07460080912488909,0.16774893082719666,0.14462518962269755,0.1049260607613538,0.08304633678588136
stage1_nday2,1949,2021-03-08,2021-03-09,358.27788847962165,0.014167192795007333,-0.0017952100084693834,0.05720266599352675,0.03626795973622943,0.0888726337330159,0.06731079940166906,0.17455625627961724,0.15129771655130808,0.09316707887127795,0.07152020602234188
stage1_nday2,1950,2021-05-12,2021-05-13,379.21952621514686,0.00036858677272877394,-0.004274479070596193,0.042351466555591744,0.02171084345548091,0.08968097219633075,0.0681031311627398,0.14205350547298368,0.11943858457252854,-0.023502108219492612,-0.04283870013593849
stage1_nday2,1951,2021-05-13,2021-05-14,384.93936652675745,0.015457336622189954,-0.019070032524377778,0.029161945904090603,0.008782501430742107,0.07482462316971916,0.05354096726536817,0.13195245961899427,0.10953755942851906,-0.015012903826933321,-0.03451759880065741
stage1_nday2,1952,2021-05-19,2021-05-20,383.62581816312553,0.011992239417679018,-0.0003156249856415272,0.010873119657945907,-0.009144169840231142,0.0889566663946666,0.067393168050218,0.14232963889735184,0.11970925000829546,-0.04180394615442373,-0.06077812543849448
stage1_nday2,1953,2021-08-19,2021-08-20,411.45252871527185,0.009077077939911193,-0.022706511296099685,-0.010902185616110338,-0.030488280950444868,0.06518732234423386,0.04409450407999138,0.027515385629091726,0.0071685463097037605,-0.047709221878150854,-0.06656646500927677
stage1_nday2,1954,2021-09-13,2021-09-14,418.8267230433787,0.027154396315709928,-0.04551025315428514,-0.02925755782194217,-0.048480180439329446,0.05111163724032264,0.030297545413781712,-0.05772562492429956,-0.07638452344065016,-0.10691247931905867,-0.1245973807186812
stage1_nday2,1955,2021-09-14,2021-09-15,415.5555116773011,0.019131892136585504,-0.037996605468363365,-0.018095718579125064,-0.03753936771617217,0.05223353271596465,0.031397225137430596,-0.057508367070875255,-0.0761715677229371,-0.11010130599332402,-0.12772306231028796
stage1_nday2,1956,2021-09-17,2021-09-20,407.7543985068498,0.0,-0.019591660289154933,0.028306675193780828,0.007944166774102257,0.06548899606715808,0.04439020406582839,-0.03066207995676684,-0.049856890254652564,-0.10342635301237602,-0.12118028661609115
stage1_nday2,1957,2021-09-20,2021-09-21,409.30144322368784,0.0037940601560721987,-0.023297328977610388,0.03232326585511802,0.011881220986699859,0.07804757776584048,0.05670010097839806,-0.04138317313972684,-0.06036568456270264,-0.122395463261322,-0.1397737709195137
stage1_nday2,1958,2021-09-21,2021-09-22,408.8513933729336,0.01176405398191993,-0.022222207555867013,0.03751865680790911,0.016973732910722683,0.06971684993241944,0.04853433805256935,-0.019224512719753117,-0.0386458094975799,-0.12880922797721783,-0.14606053039351063
stage1_nday2,1959,2021-09-22,2021-09-23,412.41428200419415,0.02058095592693099,-0.03066932864893035,0.031238129525656744,0.010817572505346762,0.049189006993358486,0.028412987052895966,-0.00613735731588716,-0.025817805685869444,-0.15080601753035716,-0.16762173995549856
stage1_nday2,1960,2021-09-28,2021-09-29,408.045029638689,0.013790907175016631,-0.02028995867472061,0.04308460430979366,0.022429463630391888,0.08516586931281322,0.06367743625711397,0.039939247370238684,0.01934639098666957,-0.15374955337655172,-0.17050698796315467
stage1_nday2,1961,2021-09-29,2021-09-30,408.8232109595568,0.015724304447194637,-0.022154804000494743,0.05114434976262827,0.030329610163368326,0.09842853291030074,0.07667747285267112,0.024592279703826492,0.0043033236700871225,-0.16842141342283223,-0.1848883161273307
stage1_nday2,1962,2021-09-30,2021-10-01,404.0975677717047,0.003983408843980962,-0.010719576823231547,0.06559490436057658,0.0444940151653177,0.1103657674339742,0.0883783264946878,0.052199864984617594,0.03136422409383299,-0.1364852409497207,-0.15358454310913217
stage1_nday2,1963,2021-10-01,2021-10-04,405.9916570765266,0.008689287791474154,-0.015334906809324478,0.062448018868958455,0.04140944423789006,0.10659914237243973,0.0846862880680348,0.05240557497526188,0.03156586061931588,-0.11388113478581541,-0.13142804300787858
stage1_nday2,1964,2021-10-04,2021-10-05,403.4037052054627,0.002259502144007053,-0.006275375132394845,0.07358703866448235,0.05232788938399735,0.11061948453975612,0.0886270194993648,0.06669099176842375,0.045568397872019384,-0.11027279656374134,-0.12789115702782572
stage1_nday2,1965,2021-10-05,2021-10-06,402.49426854273986,0.0,-0.004030052211953961,0.08258203109759621,0.06114476315506945,0.11032370075549269,0.08833709281974045,0.08232674128708806,0.060894528588333774,-0.11746153282933536,-0.13493754208023967
stage1_nday2,1966,2021-10-06,2021-10-07,411.0454050378357,0.02124536214156758,-0.015625061840413235,0.06505630195073064,0.04396607814972597,0.09352034038452417,0.07186647225809795,0.05326660720138898,0.03240984270235159,-0.15992665447158083,-0.17656177022461872
stage1_nday2,1967,2021-10-12,2021-10-13,407.5950510863336,0.01267293211916165,-0.00729217863050613,0.06650399839351628,0.04538510733621903,0.07595265778321258,0.05464666455978273,0.04442183667443822,0.023740216146231452,-0.14538947162321014,-0.1623124523831465
stage1_nday2,1968,2021-10-13,2021-10-14,411.6922973111735,0.02285257079991676,-0.0011387446827246794,0.05623128728973725,0.035315816254296806,0.0639191626354052,0.042851456444605196,0.023687761970765386,0.0034167171792649498,-0.17317624138358756,-0.18954898907896212
stage1_nday2,1969,2021-12-01,2021-12-02,422.6156566962603,0.0,-0.004015610696450622,0.05745946393661994,0.03651967257153821,-0.042684815179903524,-0.06164155151297479,-0.11253975094249169,-0.13011322122085822,-0.08355909092670555,-0.10170643566083026
stage1_nday2,1970,2021-12-02,2021-12-03,430.5292522904625,0.01872527784717115,-0.02232288629538992,0.044032452705946135,0.023358542751372946,-0.042994009595534455,-0.06194462326690997,-0.11144563816667308,-0.12904077404456082,-0.1165872703208144,-0.13408059170060027
stage1_nday2,1971,2021-12-03,2021-12-06,427.6788270649763,0.011980555591093456,-0.007464776980882881,0.05063858210726235,0.029833857709098632,-0.04141189947107027,-0.06039384205580156,-0.08356484799953567,-0.10171207873221821,-0.12351852404625208,-0.14087459287701942
stage1_nday2,1972,2021-12-06,2021-12-07,435.4425011894109,0.030351086832472562,-0.025161074442649367,0.012091541168691489,-0.007949875488114433,-0.06615212494731104,-0.08464416207706726,-0.10495479519873818,-0.12267846262054538,-0.1406101305099745,-0.1576277516879948
stage1_nday2,1973,2021-12-20,2021-12-21,431.5148943716561,0.009087147979058185,-0.03076689035156066,-0.025860761000134347,-0.045150646920923854,-0.027711978966001305,-0.0469652071052884,-0.1822430634531499,-0.1984362701174439,-0.14416176447734896,-0.1611090562698767
stage1_nday2,1974,2022-01-06,2022-01-07,440.3031029677847,0.021435031166936014,-0.10084417811937252,-0.044214209751910594,-0.06314066104395188,-0.03316336177138657,-0.05230864173630956,-0.17923645626939166,-0.19548919970960177,-0.15179730608553765,-0.1685933990343389
stage1_nday2,1975,2022-01-07,2022-01-10,435.3633434538239,0.019724737137947868,-0.09064209383172472,-0.025416261961955566,-0.04471494984389712,-0.03197094382894938,-0.051139836030356434,-0.1683560485652883,-0.1848242456234016,-0.13132362763189842,-0.14852513995601935
stage1_nday2,1976,2022-01-10,2022-01-11,437.7437907456816,0.044146609986869256,-0.09558717497469249,-0.016529470486776332,-0.03600413443753314,-0.032383707921688765,-0.05154442657670477,-0.17008515652220701,-0.18651911381879693,-0.1329019840250425,-0.15007224176712075
stage1_nday2,1977,2022-01-14,2022-01-18,432.5780671415864,0.06413895496353406,-0.08478693558911465,-0.029668745509231376,-0.04888322579617732,-0.032741822496026196,-0.051895449773332714,-0.16547751333536498,-0.18200271109110044,-0.14093811879886986,-0.15794924515928832
stage1_nday2,1978,2022-01-18,2022-01-19,431.0632487949444,0.0604125126521915,-0.08157074505342932,-0.025167540503135744,-0.04447115356247955,-0.041429182297406775,-0.060410782647953076,-0.16694301532774924,-0.18343919324205116,-0.12185937857581186,-0.1392483017723305
stage1_nday2,1979,2022-01-19,2022-01-20,426.9420242523039,0.05027432971805745,-0.07270524816824098,-0.03678226714200006,-0.05585588561443566,-0.03177813429019993,-0.05095084450227516,-0.16094398973318702,-0.17755896023352002,-0.10274478385483987,-0.12051221387751632
stage1_nday2,1980,2022-01-20,2022-01-21,419.2359449897429,0.031317429782019346,-0.055660414721177665,-0.025428778834241772,-0.044727218857326,0.0019357604506919923,-0.017904551637440647,-0.12919624504918392,-0.1464398837610812,-0.0872328589781648,-0.10530745583008227
stage1_nday2,1981,2022-01-21,2022-01-24,406.50524550753806,0.0,-0.026086126068826876,-0.005694055015839972,-0.02538328164918957,0.03254769306295091,0.012101204091407247,-0.1093402475629035,-0.12697707434383598,-0.05829449491823624,-0.07694212868223149
stage1_nday2,1982,2022-01-24,2022-01-25,407.4743871661888,0.002384081557030626,-0.02703998394879714,-0.025654480354039944,-0.04494845104009859,0.01468839935398547,-0.005404440237182673,-0.08745118047275369,-0.10552145412675851,-0.05020938117528284,-0.06901711620151485
stage1_nday2,1983,2022-01-25,2022-01-26,414.6818862839636,0.020114477898597993,-0.06825204187627121,-0.028181314886783215,-0.047425249245460765,-0.03030601101456032,-0.04950787218258901,-0.09759730321573568,-0.11546666354809743,-0.06457292706460227,-0.08309623543956068
stage1_nday2,1984,2022-01-26,2022-01-27,412.3672026513168,0.014420372697675488,-0.0630219902752841,-0.0011637044524126505,-0.020942640997909545,-0.01920950866499127,-0.03863110255281332,-0.08329078899147468,-0.10144344663520788,-0.0711247481704611,-0.0895183175136205
stage1_nday2,1985,2022-01-27,2022-01-28,407.11686454826264,0.0015045784709639687,-0.05093835588288387,0.009129226486821018,-0.010853530473314166,-0.03533171614848718,-0.05443405840297266,-0.08008380435834461,-0.09829996664827856,-0.045311772663499617,-0.06421649003649965
stage1_nday2,1986,2022-01-28,2022-01-31,415.17113717300543,0.021318031590582986,-0.06935004334135131,-0.025518998616090305,-0.044815652108840975,-0.051386502294443415,-0.0701709279915832,-0.09683402517462081,-0.11471849992363825,-0.05388320778715161,-0.07261819377156442
stage1_nday2,1987,2022-01-31,2022-02-01,424.053395889453,0.04316832458091735,-0.08884351696901627,-0.028379261950922108,-0.047619276565755375,-0.04779643279813928,-0.06665194898035443,-0.12621327843558994,-0.14351598579330105,-0.06021653064200061,-0.07882610429265413
stage1_nday2,1988,2022-02-04,2022-02-07,422.95251700944823,0.03889706823802763,-0.08647191994994519,-0.07399157819720847,-0.09232837862894683,-0.04252875209031626,-0.06148857878159719,-0.07938419950144637,-0.09761421535290282,-0.07162883398103237,-0.09001242142695254
stage1_nday2,1989,2022-02-07,2022-02-08,420.33677354523064,0.0324720249838748,-0.08078706139089964,-0.04324748756039609,-0.06219308186613093,-0.07081312958028696,-0.08921286958859809,-0.0797667104325328,-0.09798915181010648,-0.07394992856118487,-0.0922875537381912
stage1_nday2,1990,2022-02-11,2022-02-14,413.92909493615394,0.07031290604691764,-0.06655752025458361,-0.03125576465602797,-0.05043881882125523,-0.10445055865488317,-0.12218421095874687,-0.05423125370721138,-0.07295934769320733,-0.04369845275891282,-0.06263511706071656
stage1_nday2,1991,2022-02-14,2022-02-15,417.5140448697904,0.07958265351923521,-0.07457244717006117,-0.018276981984667984,-0.0377170417473478,-0.11306679997655888,-0.1306298336403895,-0.06607555003655685,-0.08456910350117952,-0.06496387043821472,-0.08347943736023022
stage1_nday2,1992,2022-02-15,2022-02-16,417.7021805621434,0.08006912345352335,-0.07498926556717822,-0.006442415801919177,-0.026116823409801926,-0.09227117673262597,-0.11024600491613834,-0.04688891828945585,-0.06576240505600128,-0.06771966854548195,-0.08618066520794765
stage1_nday2,1993,2022-02-16,2022-02-17,417.0341941741858,0.07834188451129598,-0.07350762548119116,0.006048828984207999,-0.01387293000557821,-0.09450624921243522,-0.11243681853496135,-0.045362268346386125,-0.06426598580487353,-0.08495876252287682,-0.10307839098777039
stage1_nday2,1994,2022-02-17,2022-02-18,411.4921129303483,0.06401150485399065,-0.061029388717882216,0.019300268015318478,-0.0008838957077570431,-0.06343376747744545,-0.08197963346799109,-0.016126090785380076,-0.03560874245299628,-0.07391302978542647,-0.09225138563125967
stage1_nday2,1995,2022-02-18,2022-02-22,406.37352124987865,0.050776158985790465,-0.049202320988833925,0.04421675829291427,0.02353919872275756,-0.0898670976003556,-0.10788953131123968,0.0003717661466362543,-0.019437575757257686,-0.057259824417004834,-0.07592794670577707
stage1_nday2,1996,2022-02-22,2022-02-23,407.0980794779474,0.05264967798257447,-0.05089456253033087,0.028934123811265255,0.008559190666487693,-0.09705114406686888,-0.1149313194318814,0.00054739480446786,-0.019265424894630456,-0.06899058211689524,-0.08742641217398628
stage1_nday2,1997,2022-02-23,2022-02-24,386.7365259239518,0.0,-0.0009244668760423069,0.09943431185915452,0.07766333538669601,-0.04909618717301756,-0.0679259656448391,0.04575006865186482,0.025042146500342533,-0.016635400225976427,-0.03610796655813531
stage1_nday2,1998,2022-02-24,2022-02-25,404.22823397331,0.04522900444319,-0.03372818442300174,0.05699663554177303,0.03606600909540125,-0.07322195529850706,-0.09157399578764558,0.0034064682284313808,-0.016462966785993127,-0.06266453183347531,-0.08122563021301044
stage1_nday2,1999,2022-02-25,2022-02-28,406.50529284633944,0.05111688603800246,-0.03914080229080785,0.05855226478276032,0.03759083379696326,-0.0854485142662571,-0.10355844467682618,-0.015622577097367918,-0.03511519933306362,-0.07149056387116737,-0.08987688933906501
stage1_nday2,2000,2022-02-28,2022-03-01,409.3374336179091,0.05844006495109699,-0.04578883466233541,0.06423276808157108,0.04315885188193613,-0.0837520218164175,-0.10189554613688445,-0.04278862241509418,-0.06174330315934973,-0.07074353741742878,-0.0891446554883708
stage1_nday2,2001,2022-03-01,2022-03-02,406.8251817399771,0.05194403545936477,-0.0398963311997661,0.06419272602116433,0.0431196027336167,-0.05967314170822935,-0.07829347553578914,-0.03920767626282773,-0.05823326683188068,-0.0500096151045355,-0.06882130589454472
stage1_nday2,2002,2022-03-02,2022-03-03,414.4466183746847,0.0716510869629674,-0.05755208938451728,0.02854473190790552,0.008177509493887625,-0.05430544366431633,-0.07303206854225064,-0.05385693579836148,-0.072592442020176,-0.06683354739205694,-0.0853120910080557
stage1_nday2,2003,2022-03-03,2022-03-04,406.2418557535522,0.05043570628091132,-0.038517710528997995,0.05229182886289663,0.031454366905215636,-0.0406189880820963,-0.05961663188245081,-0.021120925923076905,-0.0405046699642041,-0.06257976487650463,-0.0811425418096432
