date,label,forward_return,proba,fold_id,fold_threshold
2005-01-14,0,0.020635857910930255,0.2504083216190338,0,0.394385427236557
2005-01-18,0,0.013894443755672503,0.5437232255935669,0,0.394385427236557
2005-01-25,1,0.021988557874248915,0.40990233421325684,0,0.394385427236557
2005-01-26,1,0.025676219568829373,0.43326041102409363,0,0.394385427236557
2005-01-27,1,0.03406256643630279,0.21188537776470184,0,0.394385427236557
2005-01-28,0,0.027250053149042275,0.09397588670253754,0,0.394385427236557
2005-01-31,0,0.025982044023375783,0.028186529874801636,0,0.394385427236557
2005-03-21,0,-0.022776861862216946,0.4991954565048218,0,0.394385427236557
2005-03-22,0,-0.02651831695540241,0.6052168607711792,0,0.394385427236557
2005-03-23,0,-0.008461279299225133,0.5769121050834656,0,0.394385427236557
2005-03-24,0,-0.013402934794971677,0.6053361296653748,0,0.394385427236557
2005-03-28,1,-0.008354241819288899,0.4757692813873291,0,0.394385427236557
2005-03-29,1,-0.011412744813210196,0.43366870284080505,0,0.394385427236557
2005-03-30,1,-0.021407994986503698,0.24220021069049835,0,0.394385427236557
2005-03-31,1,-0.031875063492148414,0.2573089897632599,0,0.394385427236557
2005-04-01,1,-0.014306281031572943,0.14458709955215454,0,0.394385427236557
2005-04-04,0,-0.01045657028171354,0.13021928071975708,0,0.394385427236557
2005-04-05,0,-0.013452814379348643,0.09273196011781693,0,0.394385427236557
2005-04-06,0,-0.009274999152467323,0.09781196713447571,0,0.394385427236557
2005-04-19,1,0.01880197819411622,0.47490888833999634,0,0.394385427236557
2005-04-20,1,0.04384895720345905,0.43865230679512024,0,0.394385427236557
2005-04-21,1,0.028273110304254168,0.3749033212661743,0,0.394385427236557
2005-04-22,1,0.030717647508246237,0.5531623363494873,0,0.394385427236557
2005-04-25,0,0.029657059032193622,0.07543078809976578,0,0.394385427236557
2005-04-26,0,0.03732641579104867,0.11046651750802994,0,0.394385427236557
2005-04-27,0,0.03251171820678023,0.1114697977900505,0,0.394385427236557
2005-04-28,0,0.0512261233731941,0.5038273930549622,0,0.394385427236557
2005-04-29,0,0.038876821549806984,0.2588941156864166,0,0.394385427236557
2005-05-02,0,0.026460381849451764,0.15421172976493835,0,0.394385427236557
2005-08-22,0,0.0008131473041346204,0.4567449986934662,0,0.394385427236557
2005-08-23,1,-0.0066696532657561924,0.4193299412727356,0,0.394385427236557
